price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,offered_7,offered_8,choice
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,0,0,1,0,1,1,0
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,0,1,0,1,1,8
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,1,0,0,1,1,0,1,0
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,1,0,1,0,0,1,1,2
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,1,0,0,1,1,1,7
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,0,1,0,1,0,1
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,1,1,0,0,1,1,7
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,0,1,1,0,1,1,7
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,0,0,1,0,0,0,2
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,1,0,0,1,1,0,7
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,1,1,1,1,0,1,4
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,0,0,0,1,0,0,2
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,1,0,0,0,0,0,1,8
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,0,1,0,1,0,5
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,0,0,0,0,0,0
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,1,1,1,1,1,4
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,1,0,1,0,1,1,8
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,0,1,1,1,1,0
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,1,1,0,0,0,0,0,1
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,0,0,0,0,1,1
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,1,1,0,0,0,0,1,1
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,0,1,0,0,0,0,4
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,1,1,0,1,1,1
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,1,1,0,1,0,0,4
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,1,0,0,1,1,0,1,2
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,1,1,0,0,0,1,0
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,1,0,0,0,0,1,2
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,1,1,1,1,1,1,4
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,1,1,1,0,1,0,0
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,1,1,1,1,1,1,1,1
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,0,1,0,1,1,0,0
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,1,0,0,1,1,1,8
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,0,1,0,1,1,8
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,1,1,0,0,1,1,8
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,0,0,1,1,0,0,5
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,1,0,0,0,1,0,7
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,0,0,1,1,0,1,8
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,1,1,0,0,1,0,4
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,1,0,0,0,0,1,0,2
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,1,0,0,1,1,0,1
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,0,0,0,1,1,1,0
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,1,1,1,1,0,1,0,5
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,1,1,0,1,1,1,0,5
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,1,0,0,0,1,1
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,0,1,1,0,1,1,5
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,1,0,1,0,1,0,5
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,1,0,0,0,1,1,7
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,0,1,0,0,1,8
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,1,1,1,0,1,4
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,1,1,0,1,0,1,8
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,1,1,1,0,1,0,4
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,1,0,0,1,1,0,7
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,1,1,0,0,1,0,1
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,1,0,1,1,1,0,0,2
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,1,0,0,1,0,0,0
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,1,0,0,0,1,1,8
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,1,0,0,1,0,1,0
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,1,1,0,1,0,7
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,1,1,0,0,1,1,0,6
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,0,1,0,0,1,1,4
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,0,0,0,1,0,0,6
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,1,0,1,0,1,1,8
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,1,1,1,0,1,1,7
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,1,0,1,0,1,1,7
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,1,0,1,0,0,1,5
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,1,1,1,1,0,1,4
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,1,0,0,1,1,1
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,1,0,0,0,1,0,2
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,1,1,0,1,0,1,1,7
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,0,0,1,0,0,0
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,1,0,1,0,1,6
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,1,0,1,0,1,0,7
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,0,1,0,1,0,1
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,1,1,1,1,0,0,1,1
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,1,0,0,1,0,1,6
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,1,0,1,1,1,1,1,2
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,1,0,0,0,0,0,1,1
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,1,1,1,0,1,0,7
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,1,0,0,0,1,1,8
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,1,0,0,0,1,1,0,7
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,1,1,0,1,1,0,0
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,1,1,1,0,1,1,0
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,1,1,1,0,0,1,5
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,0,1,0,0,0,1,4
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,1,0,0,0,1,0
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,1,1,1,1,0,1,0,0
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,1,0,0,0,1,0,2
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,0,1,0,0,0,0,4
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,0,0,0,1,0,1,8
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,0,1,0,0,0,5
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,1,1,0,1,1,5
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,0,1,0,0,0,1,0
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,1,0,0,1,0,0,0,0
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,1,1,0,1,1,1,4
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,1,0,1,1,0,1,0
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,1,0,1,0,1,1,5
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,1,1,1,0,0,0,4
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,1,1,1,1,0,1,0,2
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,0,0,0,1,1,1,0,1,4
8.8,6.52,5.98,4.09,3.71,3.03,2.87,1.12,1,0,0,1,0,0,0,0,1
