price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,offered_7,offered_8,choice
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,1,0,0,0,0,1,1,7
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,1,1,0,0,1,0,7
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,0,1,0,0,1,0,7
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,1,1,0,1,1,0,6
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,0,1,1,0,1,1,5
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,0,0,1,1,0,1,0,5
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,0,0,0,1,1,0,7
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,0,0,0,0,1,1,8
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,1,1,1,0,1,0,1,2
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,0,0,1,0,0,1,0
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,0,0,1,1,0,0,6
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,1,0,1,0,0,0,0,0
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,0,1,1,0,1,1,0,1
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,1,1,1,0,0,0,0,2
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,1,1,0,1,0,1,3
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,1,0,1,0,1,0,0,6
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,0,1,0,1,0,1,0,5
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,1,0,1,1,1,0,1,5
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,1,0,0,0,1,1,0,7
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,0,0,1,1,0,1,5
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,0,1,0,0,1,1,0,3
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,1,0,0,0,1,0,7
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,0,0,0,1,0,1,0,0
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,1,0,0,1,1,0,0,5
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,1,1,0,1,0,0,6
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,1,0,0,0,1,1,7
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,0,1,1,1,1,1,0
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,0,1,1,1,0,0,0,0
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,1,0,1,1,0,1,5
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,0,0,1,1,0,1,0
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,1,0,0,0,1,1,1,0
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,1,0,0,0,1,1,0,0
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,1,0,1,1,1,0,0,5
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,0,1,1,0,0,0,4
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,0,1,0,1,0,0,0,5
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,1,0,0,1,0,1,0,2
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,1,0,1,0,1,1,1,8
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,0,0,0,0,0,1,0
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,1,1,1,0,0,1,1,2
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,0,0,1,1,1,1,1,7
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,0,1,0,1,0,0,0
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,0,0,1,0,1,0,0
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,0,0,0,0,1,1,1,6
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,1,0,0,0,0,0,1,8
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,0,0,0,1,1,0,6
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,0,1,1,0,0,1,1,7
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,1,1,0,0,0,1,1,8
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,1,1,0,0,0,1,0,7
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,0,1,1,1,1,0,0,0
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,1,0,0,0,1,0,0,0
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,1,1,1,0,0,1,8
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,1,1,1,0,1,0,0,2
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,0,0,1,1,1,0,0,5
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,0,0,1,1,0,1,1,5
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,1,0,0,1,0,1,8
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,1,1,0,0,1,1,8
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,0,0,1,0,1,0,0,0
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,0,0,1,0,0,0,0,0
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,1,0,1,0,0,1,0
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,1,1,0,1,1,1,7
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,1,1,1,0,0,0,1,4
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,1,1,1,1,1,0,1,6
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,0,0,1,1,1,0,1,6
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,0,1,1,1,0,0,1,8
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,0,1,1,1,1,0,6
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,1,0,1,0,1,0,0,0
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,1,0,0,0,1,0,1,2
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,0,0,0,0,1,0,7
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,1,0,1,1,0,1,0,0
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,1,0,1,0,1,1,0,7
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,0,1,0,0,1,1,8
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,1,1,0,1,1,1,0,2
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,1,1,0,1,1,0,0,3
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,1,1,1,0,0,1,0,2
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,1,1,0,1,0,1,1,7
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,1,1,0,0,0,1,1,8
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,1,0,0,1,0,1,6
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,1,1,1,0,1,0,1,2
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,1,0,0,0,1,0,7
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,1,0,0,1,1,1,1,2
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,1,1,0,1,1,1,1,1,2
9.63,9.4,9.36,6.5,6.44,2.74,2.4,1.79,0,0,0,0,0,1,1,1,7
