price_1,price_2,price_3,price_4,offered_1,offered_2,offered_3,offered_4,choice
2.85,2.7,1.71,1.57,1,1,1,1,1
2.85,2.7,1.71,1.57,0,0,1,0,0
2.85,2.7,1.71,1.57,1,1,0,1,0
2.85,2.7,1.71,1.57,0,0,1,1,4
2.85,2.7,1.71,1.57,1,1,0,1,0
2.85,2.7,1.71,1.57,1,1,1,0,2
2.85,2.7,1.71,1.57,1,0,1,0,1
2.85,2.7,1.71,1.57,0,0,1,1,4
2.85,2.7,1.71,1.57,0,1,1,0,0
2.85,2.7,1.71,1.57,1,1,1,1,2
2.85,2.7,1.71,1.57,0,0,0,1,0
2.85,2.7,1.71,1.57,1,0,1,0,1
2.85,2.7,1.71,1.57,0,1,0,0,2
2.85,2.7,1.71,1.57,1,1,0,1,1
2.85,2.7,1.71,1.57,0,0,0,1,4
2.85,2.7,1.71,1.57,1,1,0,0,0
2.85,2.7,1.71,1.57,1,0,0,0,0
2.85,2.7,1.71,1.57,1,0,1,0,0
2.85,2.7,1.71,1.57,0,0,0,1,4
2.85,2.7,1.71,1.57,0,1,0,1,4
2.85,2.7,1.71,1.57,1,0,0,1,0
2.85,2.7,1.71,1.57,1,0,0,1,1
2.85,2.7,1.71,1.57,1,1,1,0,1
2.85,2.7,1.71,1.57,1,0,1,1,1
2.85,2.7,1.71,1.57,1,0,1,0,0
2.85,2.7,1.71,1.57,0,1,0,0,2
2.85,2.7,1.71,1.57,0,0,1,1,4
2.85,2.7,1.71,1.57,1,0,0,1,0
2.85,2.7,1.71,1.57,0,1,1,0,0
2.85,2.7,1.71,1.57,1,1,1,0,0
2.85,2.7,1.71,1.57,1,0,1,1,0
2.85,2.7,1.71,1.57,1,0,0,0,0
2.85,2.7,1.71,1.57,1,1,0,1,2
2.85,2.7,1.71,1.57,0,1,0,1,0
2.85,2.7,1.71,1.57,1,0,1,1,4
2.85,2.7,1.71,1.57,0,1,0,0,2
2.85,2.7,1.71,1.57,0,1,0,1,0
2.85,2.7,1.71,1.57,0,1,0,1,4
2.85,2.7,1.71,1.57,0,1,0,1,4
2.85,2.7,1.71,1.57,0,0,1,1,4
2.85,2.7,1.71,1.57,0,1,1,1,2
2.85,2.7,1.71,1.57,0,0,1,0,0
2.85,2.7,1.71,1.57,1,1,1,0,0
2.85,2.7,1.71,1.57,1,0,1,1,1
2.85,2.7,1.71,1.57,1,0,0,0,1
2.85,2.7,1.71,1.57,0,1,1,0,2
2.85,2.7,1.71,1.57,0,1,0,0,2
2.85,2.7,1.71,1.57,1,1,1,1,1
2.85,2.7,1.71,1.57,1,0,0,0,0
2.85,2.7,1.71,1.57,1,0,0,1,4
