price_1,price_2,price_3,price_4,offered_1,offered_2,offered_3,offered_4,choice
8.96,3.65,3.29,2.33,0,0,0,1,0
8.96,3.65,3.29,2.33,1,1,0,0,2
8.96,3.65,3.29,2.33,1,1,0,1,4
8.96,3.65,3.29,2.33,1,1,0,1,0
8.96,3.65,3.29,2.33,1,1,0,1,0
8.96,3.65,3.29,2.33,0,1,1,1,4
8.96,3.65,3.29,2.33,1,0,0,0,1
8.96,3.65,3.29,2.33,1,0,1,1,1
8.96,3.65,3.29,2.33,0,1,1,0,0
8.96,3.65,3.29,2.33,0,0,0,1,4
8.96,3.65,3.29,2.33,1,0,0,0,0
8.96,3.65,3.29,2.33,1,1,0,1,1
8.96,3.65,3.29,2.33,1,1,0,0,1
8.96,3.65,3.29,2.33,0,1,0,0,0
8.96,3.65,3.29,2.33,1,0,1,1,4
8.96,3.65,3.29,2.33,1,0,1,0,0
8.96,3.65,3.29,2.33,0,0,0,1,0
8.96,3.65,3.29,2.33,1,1,1,0,1
8.96,3.65,3.29,2.33,0,0,1,1,3
8.96,3.65,3.29,2.33,0,1,1,0,0
8.96,3.65,3.29,2.33,1,0,1,1,1
8.96,3.65,3.29,2.33,0,0,0,1,0
8.96,3.65,3.29,2.33,1,1,1,1,4
8.96,3.65,3.29,2.33,0,0,1,0,3
8.96,3.65,3.29,2.33,1,0,1,1,4
8.96,3.65,3.29,2.33,0,1,1,0,3
8.96,3.65,3.29,2.33,1,1,0,0,0
8.96,3.65,3.29,2.33,0,0,1,1,4
8.96,3.65,3.29,2.33,0,1,1,1,3
8.96,3.65,3.29,2.33,1,0,0,0,1
8.96,3.65,3.29,2.33,0,1,0,0,0
8.96,3.65,3.29,2.33,1,1,1,0,0
8.96,3.65,3.29,2.33,0,1,1,0,3
8.96,3.65,3.29,2.33,1,1,1,0,0
8.96,3.65,3.29,2.33,0,1,1,0,3
8.96,3.65,3.29,2.33,0,1,1,0,0
8.96,3.65,3.29,2.33,0,0,1,0,0
8.96,3.65,3.29,2.33,0,1,1,0,3
8.96,3.65,3.29,2.33,0,1,0,0,2
8.96,3.65,3.29,2.33,0,0,1,0,0
8.96,3.65,3.29,2.33,1,1,0,1,0
8.96,3.65,3.29,2.33,0,1,0,0,2
8.96,3.65,3.29,2.33,1,0,0,0,1
8.96,3.65,3.29,2.33,0,0,1,0,3
8.96,3.65,3.29,2.33,1,1,0,1,0
8.96,3.65,3.29,2.33,0,1,0,0,0
8.96,3.65,3.29,2.33,0,1,0,1,0
8.96,3.65,3.29,2.33,1,0,0,0,1
8.96,3.65,3.29,2.33,0,1,0,0,0
8.96,3.65,3.29,2.33,1,0,1,1,3
8.96,3.65,3.29,2.33,0,0,1,0,3
8.96,3.65,3.29,2.33,0,1,1,1,3
8.96,3.65,3.29,2.33,1,1,0,0,1
8.96,3.65,3.29,2.33,0,1,1,0,3
8.96,3.65,3.29,2.33,1,1,1,1,1
8.96,3.65,3.29,2.33,0,0,0,1,4
8.96,3.65,3.29,2.33,1,0,0,0,0
8.96,3.65,3.29,2.33,0,1,1,1,4
8.96,3.65,3.29,2.33,0,0,1,0,3
8.96,3.65,3.29,2.33,0,1,0,1,4
8.96,3.65,3.29,2.33,0,0,1,0,0
8.96,3.65,3.29,2.33,1,0,0,0,1
8.96,3.65,3.29,2.33,0,0,1,1,3
8.96,3.65,3.29,2.33,0,1,0,1,0
8.96,3.65,3.29,2.33,1,0,0,1,1
8.96,3.65,3.29,2.33,1,1,1,0,2
8.96,3.65,3.29,2.33,0,1,1,1,3
8.96,3.65,3.29,2.33,0,0,0,1,4
8.96,3.65,3.29,2.33,1,0,0,0,1
8.96,3.65,3.29,2.33,1,0,1,0,0
8.96,3.65,3.29,2.33,0,0,1,1,4
8.96,3.65,3.29,2.33,0,0,1,0,0
8.96,3.65,3.29,2.33,1,0,1,1,0
8.96,3.65,3.29,2.33,0,1,1,1,4
8.96,3.65,3.29,2.33,1,1,0,0,0
8.96,3.65,3.29,2.33,0,1,1,1,0
8.96,3.65,3.29,2.33,1,0,1,1,1
8.96,3.65,3.29,2.33,1,0,0,1,1
8.96,3.65,3.29,2.33,0,0,1,1,0
8.96,3.65,3.29,2.33,0,0,0,1,4
8.96,3.65,3.29,2.33,1,0,1,1,4
8.96,3.65,3.29,2.33,1,1,0,1,4
8.96,3.65,3.29,2.33,0,0,0,1,0
8.96,3.65,3.29,2.33,0,1,1,0,3
8.96,3.65,3.29,2.33,1,1,0,0,2
8.96,3.65,3.29,2.33,1,1,1,1,4
8.96,3.65,3.29,2.33,1,0,1,1,1
8.96,3.65,3.29,2.33,0,0,1,1,4
8.96,3.65,3.29,2.33,1,1,0,0,2
8.96,3.65,3.29,2.33,1,1,0,1,1
8.96,3.65,3.29,2.33,0,0,0,1,0
8.96,3.65,3.29,2.33,0,0,1,0,3
8.96,3.65,3.29,2.33,1,1,1,0,0
8.96,3.65,3.29,2.33,1,0,1,0,1
8.96,3.65,3.29,2.33,0,1,0,0,0
8.96,3.65,3.29,2.33,1,1,1,1,4
8.96,3.65,3.29,2.33,0,1,0,1,0
8.96,3.65,3.29,2.33,0,1,0,0,0
8.96,3.65,3.29,2.33,0,1,1,1,3
8.96,3.65,3.29,2.33,0,1,0,0,0
