price_1,price_2,price_3,price_4,offered_1,offered_2,offered_3,offered_4,choice
7.16,3.45,2.25,1.77,0,0,1,1,4
7.16,3.45,2.25,1.77,1,0,1,1,3
7.16,3.45,2.25,1.77,1,1,0,0,0
7.16,3.45,2.25,1.77,1,0,0,0,1
7.16,3.45,2.25,1.77,0,1,0,0,2
7.16,3.45,2.25,1.77,0,0,1,0,3
7.16,3.45,2.25,1.77,0,1,1,1,0
7.16,3.45,2.25,1.77,1,1,1,1,1
7.16,3.45,2.25,1.77,0,1,1,0,2
7.16,3.45,2.25,1.77,0,1,0,1,4
7.16,3.45,2.25,1.77,1,1,1,1,4
7.16,3.45,2.25,1.77,1,1,1,1,4
7.16,3.45,2.25,1.77,0,1,0,1,4
7.16,3.45,2.25,1.77,0,0,0,1,4
7.16,3.45,2.25,1.77,0,1,1,1,0
7.16,3.45,2.25,1.77,1,0,1,0,1
7.16,3.45,2.25,1.77,1,0,1,1,4
7.16,3.45,2.25,1.77,1,0,0,0,0
7.16,3.45,2.25,1.77,1,0,0,1,4
7.16,3.45,2.25,1.77,1,0,0,1,4
7.16,3.45,2.25,1.77,0,1,1,0,3
7.16,3.45,2.25,1.77,0,1,1,0,2
7.16,3.45,2.25,1.77,0,0,1,1,3
7.16,3.45,2.25,1.77,1,0,1,0,0
7.16,3.45,2.25,1.77,0,1,0,1,0
7.16,3.45,2.25,1.77,0,1,1,1,0
7.16,3.45,2.25,1.77,1,0,0,1,1
7.16,3.45,2.25,1.77,1,0,1,0,1
7.16,3.45,2.25,1.77,1,0,0,0,0
7.16,3.45,2.25,1.77,1,1,1,0,3
7.16,3.45,2.25,1.77,0,1,0,0,0
7.16,3.45,2.25,1.77,0,1,1,0,3
7.16,3.45,2.25,1.77,1,0,1,0,1
7.16,3.45,2.25,1.77,1,1,1,1,0
7.16,3.45,2.25,1.77,1,1,1,0,3
7.16,3.45,2.25,1.77,0,0,0,1,4
7.16,3.45,2.25,1.77,1,1,0,1,0
7.16,3.45,2.25,1.77,1,1,0,0,2
7.16,3.45,2.25,1.77,0,0,1,0,3
7.16,3.45,2.25,1.77,0,1,1,1,4
7.16,3.45,2.25,1.77,0,0,0,1,0
7.16,3.45,2.25,1.77,0,1,1,1,0
7.16,3.45,2.25,1.77,1,1,0,1,1
7.16,3.45,2.25,1.77,0,1,0,1,2
7.16,3.45,2.25,1.77,1,0,1,1,1
7.16,3.45,2.25,1.77,0,0,1,1,0
7.16,3.45,2.25,1.77,0,0,1,0,3
7.16,3.45,2.25,1.77,1,0,0,1,1
7.16,3.45,2.25,1.77,0,1,1,1,3
7.16,3.45,2.25,1.77,0,1,1,1,3
7.16,3.45,2.25,1.77,0,0,0,1,0
7.16,3.45,2.25,1.77,1,1,0,1,1
7.16,3.45,2.25,1.77,0,1,0,1,0
7.16,3.45,2.25,1.77,1,0,1,1,1
7.16,3.45,2.25,1.77,0,0,1,0,0
7.16,3.45,2.25,1.77,0,0,1,0,3
7.16,3.45,2.25,1.77,0,0,1,1,3
7.16,3.45,2.25,1.77,1,0,1,0,3
7.16,3.45,2.25,1.77,0,0,1,0,3
7.16,3.45,2.25,1.77,0,0,1,1,0
7.16,3.45,2.25,1.77,1,1,0,1,4
7.16,3.45,2.25,1.77,0,1,1,1,4
7.16,3.45,2.25,1.77,0,1,1,0,3
7.16,3.45,2.25,1.77,1,1,0,1,1
7.16,3.45,2.25,1.77,1,1,1,0,1
7.16,3.45,2.25,1.77,1,0,1,1,1
7.16,3.45,2.25,1.77,0,1,0,1,0
7.16,3.45,2.25,1.77,0,0,0,1,0
7.16,3.45,2.25,1.77,1,0,0,1,1
7.16,3.45,2.25,1.77,0,0,1,1,4
7.16,3.45,2.25,1.77,1,1,1,1,3
7.16,3.45,2.25,1.77,0,1,0,1,4
7.16,3.45,2.25,1.77,1,0,1,0,3
7.16,3.45,2.25,1.77,0,1,0,1,4
7.16,3.45,2.25,1.77,0,1,0,0,0
7.16,3.45,2.25,1.77,0,1,1,1,3
7.16,3.45,2.25,1.77,1,1,1,0,1
7.16,3.45,2.25,1.77,0,0,1,0,3
7.16,3.45,2.25,1.77,1,0,0,1,4
7.16,3.45,2.25,1.77,0,1,0,1,4
7.16,3.45,2.25,1.77,1,1,1,0,2
7.16,3.45,2.25,1.77,0,0,0,1,4
7.16,3.45,2.25,1.77,1,0,0,0,0
7.16,3.45,2.25,1.77,1,1,0,0,1
7.16,3.45,2.25,1.77,0,1,0,0,2
7.16,3.45,2.25,1.77,0,0,1,1,0
7.16,3.45,2.25,1.77,0,1,1,1,3
7.16,3.45,2.25,1.77,0,1,1,1,0
7.16,3.45,2.25,1.77,1,0,1,0,3
7.16,3.45,2.25,1.77,0,1,0,1,0
7.16,3.45,2.25,1.77,1,1,0,1,4
7.16,3.45,2.25,1.77,0,1,0,1,4
7.16,3.45,2.25,1.77,1,1,0,1,0
7.16,3.45,2.25,1.77,1,0,1,0,3
7.16,3.45,2.25,1.77,1,0,1,0,1
7.16,3.45,2.25,1.77,0,1,0,1,4
7.16,3.45,2.25,1.77,1,1,1,0,0
7.16,3.45,2.25,1.77,1,1,0,1,1
7.16,3.45,2.25,1.77,1,0,1,0,1
7.16,3.45,2.25,1.77,1,1,1,1,0
