price_1,price_2,price_3,price_4,offered_1,offered_2,offered_3,offered_4,choice
9.57,7.12,5.5,1.39,0,1,0,0,0
9.57,7.12,5.5,1.39,1,1,1,1,1
9.57,7.12,5.5,1.39,0,0,0,1,0
9.57,7.12,5.5,1.39,0,0,1,1,3
9.57,7.12,5.5,1.39,0,0,1,1,4
9.57,7.12,5.5,1.39,1,0,1,1,4
9.57,7.12,5.5,1.39,1,1,1,1,0
9.57,7.12,5.5,1.39,1,1,1,0,1
9.57,7.12,5.5,1.39,1,0,0,0,0
9.57,7.12,5.5,1.39,1,1,1,0,2
9.57,7.12,5.5,1.39,0,1,1,1,0
9.57,7.12,5.5,1.39,0,1,1,0,3
9.57,7.12,5.5,1.39,1,0,0,1,1
9.57,7.12,5.5,1.39,0,0,0,1,4
9.57,7.12,5.5,1.39,1,0,1,1,4
9.57,7.12,5.5,1.39,0,1,0,1,0
9.57,7.12,5.5,1.39,1,0,1,0,1
9.57,7.12,5.5,1.39,0,0,0,1,4
9.57,7.12,5.5,1.39,1,0,0,0,0
9.57,7.12,5.5,1.39,1,0,1,1,4
9.57,7.12,5.5,1.39,1,0,0,1,0
9.57,7.12,5.5,1.39,0,1,0,0,0
9.57,7.12,5.5,1.39,1,1,1,0,0
9.57,7.12,5.5,1.39,0,0,1,0,3
9.57,7.12,5.5,1.39,0,0,1,0,0
9.57,7.12,5.5,1.39,0,1,1,0,3
9.57,7.12,5.5,1.39,0,0,1,1,4
9.57,7.12,5.5,1.39,0,0,1,1,0
9.57,7.12,5.5,1.39,1,0,1,0,0
9.57,7.12,5.5,1.39,0,0,1,0,3
9.57,7.12,5.5,1.39,0,1,0,1,0
9.57,7.12,5.5,1.39,1,0,1,1,4
9.57,7.12,5.5,1.39,1,1,1,0,3
9.57,7.12,5.5,1.39,0,1,0,1,4
9.57,7.12,5.5,1.39,0,1,1,0,3
9.57,7.12,5.5,1.39,1,0,1,0,3
9.57,7.12,5.5,1.39,0,0,1,0,0
9.57,7.12,5.5,1.39,0,0,1,1,3
9.57,7.12,5.5,1.39,1,1,1,0,3
9.57,7.12,5.5,1.39,0,1,1,0,2
9.57,7.12,5.5,1.39,1,1,1,0,3
9.57,7.12,5.5,1.39,0,1,1,0,2
9.57,7.12,5.5,1.39,0,1,1,1,0
9.57,7.12,5.5,1.39,0,0,1,1,0
9.57,7.12,5.5,1.39,0,1,1,0,3
9.57,7.12,5.5,1.39,0,1,1,1,4
9.57,7.12,5.5,1.39,0,0,1,0,0
9.57,7.12,5.5,1.39,0,0,1,0,0
9.57,7.12,5.5,1.39,0,0,1,1,4
9.57,7.12,5.5,1.39,1,0,0,1,4
9.57,7.12,5.5,1.39,0,1,0,1,4
9.57,7.12,5.5,1.39,0,1,0,0,0
9.57,7.12,5.5,1.39,1,1,1,0,3
9.57,7.12,5.5,1.39,0,1,0,1,0
9.57,7.12,5.5,1.39,1,0,1,1,4
9.57,7.12,5.5,1.39,1,1,0,1,1
9.57,7.12,5.5,1.39,1,1,0,1,0
9.57,7.12,5.5,1.39,1,1,0,1,4
9.57,7.12,5.5,1.39,0,1,0,1,4
9.57,7.12,5.5,1.39,0,1,1,1,4
9.57,7.12,5.5,1.39,0,0,0,1,0
9.57,7.12,5.5,1.39,1,0,0,0,0
9.57,7.12,5.5,1.39,1,1,0,1,0
9.57,7.12,5.5,1.39,0,0,1,1,3
9.57,7.12,5.5,1.39,1,1,1,0,3
9.57,7.12,5.5,1.39,0,1,1,1,3
9.57,7.12,5.5,1.39,0,0,1,1,3
9.57,7.12,5.5,1.39,1,0,0,1,4
9.57,7.12,5.5,1.39,1,1,1,0,1
9.57,7.12,5.5,1.39,0,1,0,0,0
9.57,7.12,5.5,1.39,0,0,1,0,0
9.57,7.12,5.5,1.39,0,1,0,0,0
9.57,7.12,5.5,1.39,1,0,1,1,4
9.57,7.12,5.5,1.39,1,0,0,1,0
9.57,7.12,5.5,1.39,1,0,0,1,4
9.57,7.12,5.5,1.39,0,1,0,1,0
9.57,7.12,5.5,1.39,0,0,1,0,3
9.57,7.12,5.5,1.39,1,0,1,1,1
9.57,7.12,5.5,1.39,1,1,0,1,4
9.57,7.12,5.5,1.39,1,1,1,1,3
9.57,7.12,5.5,1.39,1,1,0,0,2
9.57,7.12,5.5,1.39,1,0,1,0,3
9.57,7.12,5.5,1.39,0,0,1,0,3
9.57,7.12,5.5,1.39,0,0,1,0,3
9.57,7.12,5.5,1.39,0,0,0,1,4
9.57,7.12,5.5,1.39,1,0,0,1,4
9.57,7.12,5.5,1.39,1,1,0,0,0
9.57,7.12,5.5,1.39,1,1,0,1,4
9.57,7.12,5.5,1.39,0,1,1,1,4
9.57,7.12,5.5,1.39,1,0,0,1,4
9.57,7.12,5.5,1.39,0,1,1,0,3
9.57,7.12,5.5,1.39,1,0,0,1,0
9.57,7.12,5.5,1.39,0,1,1,0,3
9.57,7.12,5.5,1.39,1,0,1,1,4
9.57,7.12,5.5,1.39,1,0,0,1,0
9.57,7.12,5.5,1.39,0,0,1,1,4
9.57,7.12,5.5,1.39,0,0,0,1,4
9.57,7.12,5.5,1.39,0,0,1,0,3
