price_1,price_2,price_3,price_4,offered_1,offered_2,offered_3,offered_4,choice
7.71,4.12,3.7,1.36,0,0,1,1,3
7.71,4.12,3.7,1.36,0,0,0,1,0
7.71,4.12,3.7,1.36,1,1,1,1,1
7.71,4.12,3.7,1.36,0,1,0,1,4
7.71,4.12,3.7,1.36,1,1,1,1,0
7.71,4.12,3.7,1.36,0,0,0,1,0
7.71,4.12,3.7,1.36,1,1,1,0,0
7.71,4.12,3.7,1.36,0,1,0,1,0
7.71,4.12,3.7,1.36,1,0,1,1,1
7.71,4.12,3.7,1.36,1,1,1,1,0
7.71,4.12,3.7,1.36,1,0,1,1,1
7.71,4.12,3.7,1.36,1,0,0,0,1
7.71,4.12,3.7,1.36,1,0,1,0,1
7.71,4.12,3.7,1.36,1,0,1,0,1
7.71,4.12,3.7,1.36,0,0,0,1,0
7.71,4.12,3.7,1.36,0,1,1,0,3
7.71,4.12,3.7,1.36,0,1,0,1,4
7.71,4.12,3.7,1.36,0,0,0,1,4
7.71,4.12,3.7,1.36,1,1,0,0,1
7.71,4.12,3.7,1.36,1,1,1,0,1
7.71,4.12,3.7,1.36,1,0,1,0,1
7.71,4.12,3.7,1.36,0,1,0,1,4
7.71,4.12,3.7,1.36,0,0,0,1,4
7.71,4.12,3.7,1.36,0,1,1,1,3
7.71,4.12,3.7,1.36,0,0,1,0,0
7.71,4.12,3.7,1.36,1,1,0,1,1
7.71,4.12,3.7,1.36,1,1,1,0,3
7.71,4.12,3.7,1.36,0,1,1,0,3
7.71,4.12,3.7,1.36,0,0,1,0,3
7.71,4.12,3.7,1.36,1,0,1,1,1
7.71,4.12,3.7,1.36,1,0,1,1,0
7.71,4.12,3.7,1.36,0,1,0,1,0
7.71,4.12,3.7,1.36,1,0,1,1,3
7.71,4.12,3.7,1.36,1,0,1,0,1
7.71,4.12,3.7,1.36,0,0,1,0,3
7.71,4.12,3.7,1.36,0,1,1,1,4
7.71,4.12,3.7,1.36,0,0,1,0,3
7.71,4.12,3.7,1.36,1,0,1,0,0
7.71,4.12,3.7,1.36,0,1,1,0,2
7.71,4.12,3.7,1.36,0,0,0,1,0
7.71,4.12,3.7,1.36,0,1,0,1,2
7.71,4.12,3.7,1.36,0,1,0,0,0
7.71,4.12,3.7,1.36,1,1,0,1,4
7.71,4.12,3.7,1.36,0,0,1,1,4
7.71,4.12,3.7,1.36,0,0,0,1,4
7.71,4.12,3.7,1.36,0,0,1,1,3
7.71,4.12,3.7,1.36,1,1,1,1,1
7.71,4.12,3.7,1.36,1,0,1,1,1
7.71,4.12,3.7,1.36,1,0,1,0,3
7.71,4.12,3.7,1.36,0,1,0,0,0
7.71,4.12,3.7,1.36,1,1,0,0,1
7.71,4.12,3.7,1.36,0,0,0,1,4
7.71,4.12,3.7,1.36,1,1,1,1,1
7.71,4.12,3.7,1.36,0,0,0,1,4
7.71,4.12,3.7,1.36,0,0,1,0,0
7.71,4.12,3.7,1.36,1,0,0,0,0
7.71,4.12,3.7,1.36,1,1,0,0,1
7.71,4.12,3.7,1.36,1,0,0,0,1
7.71,4.12,3.7,1.36,0,0,0,1,4
7.71,4.12,3.7,1.36,1,1,0,1,1
7.71,4.12,3.7,1.36,0,0,1,0,0
7.71,4.12,3.7,1.36,1,1,1,0,1
7.71,4.12,3.7,1.36,0,1,0,0,0
7.71,4.12,3.7,1.36,1,1,0,1,1
7.71,4.12,3.7,1.36,1,1,1,1,3
7.71,4.12,3.7,1.36,0,0,1,0,0
7.71,4.12,3.7,1.36,1,1,1,1,2
7.71,4.12,3.7,1.36,0,1,1,0,3
7.71,4.12,3.7,1.36,0,0,0,1,0
7.71,4.12,3.7,1.36,1,0,1,0,1
7.71,4.12,3.7,1.36,1,1,0,0,1
7.71,4.12,3.7,1.36,1,1,1,1,3
7.71,4.12,3.7,1.36,1,0,0,1,1
7.71,4.12,3.7,1.36,1,1,1,0,1
7.71,4.12,3.7,1.36,1,0,0,1,4
7.71,4.12,3.7,1.36,0,0,1,1,0
7.71,4.12,3.7,1.36,1,0,0,0,0
7.71,4.12,3.7,1.36,0,1,0,1,4
7.71,4.12,3.7,1.36,0,0,1,1,4
7.71,4.12,3.7,1.36,1,0,0,0,0
7.71,4.12,3.7,1.36,1,0,0,0,0
7.71,4.12,3.7,1.36,0,1,0,1,4
7.71,4.12,3.7,1.36,1,1,0,1,4
7.71,4.12,3.7,1.36,1,0,1,0,1
7.71,4.12,3.7,1.36,0,1,0,0,2
7.71,4.12,3.7,1.36,0,0,0,1,4
7.71,4.12,3.7,1.36,0,1,1,1,2
7.71,4.12,3.7,1.36,0,1,1,0,0
7.71,4.12,3.7,1.36,0,0,0,1,0
7.71,4.12,3.7,1.36,0,1,1,1,4
7.71,4.12,3.7,1.36,0,1,0,1,0
7.71,4.12,3.7,1.36,1,1,1,0,1
7.71,4.12,3.7,1.36,1,0,1,1,3
7.71,4.12,3.7,1.36,0,1,0,1,2
7.71,4.12,3.7,1.36,0,0,0,1,0
7.71,4.12,3.7,1.36,1,0,0,0,1
7.71,4.12,3.7,1.36,0,1,1,1,0
7.71,4.12,3.7,1.36,0,1,0,1,4
7.71,4.12,3.7,1.36,0,1,0,0,2
7.71,4.12,3.7,1.36,0,0,0,1,0
