price_1,price_2,price_3,price_4,offered_1,offered_2,offered_3,offered_4,choice
5.07,4.48,2.73,2.68,1,1,1,0,0
5.07,4.48,2.73,2.68,1,1,0,1,4
5.07,4.48,2.73,2.68,1,0,0,1,1
5.07,4.48,2.73,2.68,0,0,1,1,4
5.07,4.48,2.73,2.68,1,1,1,1,0
5.07,4.48,2.73,2.68,1,1,0,1,4
5.07,4.48,2.73,2.68,0,1,0,1,2
5.07,4.48,2.73,2.68,1,0,1,1,3
5.07,4.48,2.73,2.68,0,1,0,0,0
5.07,4.48,2.73,2.68,1,1,0,1,2
5.07,4.48,2.73,2.68,0,0,1,1,4
5.07,4.48,2.73,2.68,1,1,0,0,1
5.07,4.48,2.73,2.68,1,1,1,1,4
5.07,4.48,2.73,2.68,0,0,1,0,0
5.07,4.48,2.73,2.68,1,1,0,0,0
5.07,4.48,2.73,2.68,0,0,1,0,3
5.07,4.48,2.73,2.68,1,1,1,0,0
5.07,4.48,2.73,2.68,1,0,0,0,0
5.07,4.48,2.73,2.68,0,1,0,0,0
5.07,4.48,2.73,2.68,1,1,0,1,4
5.07,4.48,2.73,2.68,1,1,1,0,2
5.07,4.48,2.73,2.68,0,0,0,1,0
5.07,4.48,2.73,2.68,0,1,0,0,0
5.07,4.48,2.73,2.68,0,1,0,1,0
5.07,4.48,2.73,2.68,1,0,0,0,1
5.07,4.48,2.73,2.68,1,0,0,1,4
5.07,4.48,2.73,2.68,1,1,1,0,3
5.07,4.48,2.73,2.68,1,1,1,1,1
5.07,4.48,2.73,2.68,1,1,1,1,0
5.07,4.48,2.73,2.68,1,1,1,0,0
5.07,4.48,2.73,2.68,1,0,0,0,0
5.07,4.48,2.73,2.68,1,0,0,0,0
5.07,4.48,2.73,2.68,0,0,1,0,0
5.07,4.48,2.73,2.68,1,1,1,1,2
5.07,4.48,2.73,2.68,1,1,1,1,4
5.07,4.48,2.73,2.68,1,1,0,1,1
5.07,4.48,2.73,2.68,1,0,1,0,0
5.07,4.48,2.73,2.68,0,1,0,0,2
5.07,4.48,2.73,2.68,0,1,1,0,0
5.07,4.48,2.73,2.68,0,1,1,1,2
5.07,4.48,2.73,2.68,0,0,0,1,4
5.07,4.48,2.73,2.68,0,1,1,0,0
5.07,4.48,2.73,2.68,1,1,1,0,0
5.07,4.48,2.73,2.68,1,1,0,0,1
5.07,4.48,2.73,2.68,0,0,1,0,0
5.07,4.48,2.73,2.68,0,0,1,1,0
5.07,4.48,2.73,2.68,0,0,1,1,4
5.07,4.48,2.73,2.68,1,1,0,0,1
5.07,4.48,2.73,2.68,0,1,0,0,2
5.07,4.48,2.73,2.68,1,1,1,1,4
5.07,4.48,2.73,2.68,0,1,0,1,2
5.07,4.48,2.73,2.68,0,0,1,0,0
5.07,4.48,2.73,2.68,0,1,1,1,4
5.07,4.48,2.73,2.68,0,1,0,1,2
5.07,4.48,2.73,2.68,1,1,1,0,0
5.07,4.48,2.73,2.68,1,1,0,0,2
5.07,4.48,2.73,2.68,0,0,0,1,4
5.07,4.48,2.73,2.68,1,0,1,0,1
5.07,4.48,2.73,2.68,1,0,0,0,1
5.07,4.48,2.73,2.68,1,0,0,1,4
5.07,4.48,2.73,2.68,1,0,1,0,1
5.07,4.48,2.73,2.68,1,0,1,0,1
5.07,4.48,2.73,2.68,1,1,0,1,1
5.07,4.48,2.73,2.68,1,0,0,0,0
5.07,4.48,2.73,2.68,0,1,1,1,4
5.07,4.48,2.73,2.68,0,0,0,1,0
5.07,4.48,2.73,2.68,1,0,0,0,1
5.07,4.48,2.73,2.68,0,1,1,0,0
5.07,4.48,2.73,2.68,1,1,1,0,2
5.07,4.48,2.73,2.68,1,0,1,1,4
5.07,4.48,2.73,2.68,0,0,1,0,0
5.07,4.48,2.73,2.68,1,1,1,1,4
5.07,4.48,2.73,2.68,1,1,1,1,2
5.07,4.48,2.73,2.68,1,0,0,0,1
5.07,4.48,2.73,2.68,1,0,1,1,1
5.07,4.48,2.73,2.68,0,1,0,0,2
5.07,4.48,2.73,2.68,0,0,1,0,0
5.07,4.48,2.73,2.68,1,0,1,0,0
5.07,4.48,2.73,2.68,0,1,0,0,2
5.07,4.48,2.73,2.68,0,1,1,1,3
5.07,4.48,2.73,2.68,1,1,0,0,2
5.07,4.48,2.73,2.68,1,0,0,0,1
5.07,4.48,2.73,2.68,0,1,1,0,0
5.07,4.48,2.73,2.68,1,1,1,0,2
5.07,4.48,2.73,2.68,1,0,0,1,0
5.07,4.48,2.73,2.68,0,1,1,0,0
5.07,4.48,2.73,2.68,0,1,0,0,2
5.07,4.48,2.73,2.68,1,1,0,0,2
5.07,4.48,2.73,2.68,0,1,1,0,2
5.07,4.48,2.73,2.68,0,1,0,0,2
5.07,4.48,2.73,2.68,1,1,0,1,2
5.07,4.48,2.73,2.68,0,1,1,1,4
5.07,4.48,2.73,2.68,1,0,1,1,3
5.07,4.48,2.73,2.68,0,0,0,1,4
5.07,4.48,2.73,2.68,0,1,0,0,0
5.07,4.48,2.73,2.68,0,0,1,1,4
5.07,4.48,2.73,2.68,0,1,1,0,0
5.07,4.48,2.73,2.68,0,0,1,1,4
5.07,4.48,2.73,2.68,0,0,0,1,4
5.07,4.48,2.73,2.68,1,0,0,0,1
