price_1,price_2,price_3,price_4,offered_1,offered_2,offered_3,offered_4,choice
7.42,6.81,5.03,1.44,0,0,1,0,3
7.42,6.81,5.03,1.44,1,0,1,0,3
7.42,6.81,5.03,1.44,1,1,0,1,0
7.42,6.81,5.03,1.44,0,1,0,0,2
7.42,6.81,5.03,1.44,1,1,1,0,3
7.42,6.81,5.03,1.44,1,1,1,0,0
7.42,6.81,5.03,1.44,1,0,1,1,3
7.42,6.81,5.03,1.44,0,1,1,0,2
7.42,6.81,5.03,1.44,1,0,1,1,4
7.42,6.81,5.03,1.44,1,0,1,0,3
7.42,6.81,5.03,1.44,0,0,1,1,0
7.42,6.81,5.03,1.44,1,0,1,1,3
7.42,6.81,5.03,1.44,0,0,1,0,3
7.42,6.81,5.03,1.44,1,0,0,1,4
7.42,6.81,5.03,1.44,0,1,1,1,2
7.42,6.81,5.03,1.44,1,0,0,0,0
7.42,6.81,5.03,1.44,1,0,1,1,1
7.42,6.81,5.03,1.44,0,1,1,0,3
7.42,6.81,5.03,1.44,1,1,1,1,3
7.42,6.81,5.03,1.44,0,1,0,0,2
7.42,6.81,5.03,1.44,1,1,0,0,0
7.42,6.81,5.03,1.44,0,0,0,1,4
7.42,6.81,5.03,1.44,1,1,1,0,1
7.42,6.81,5.03,1.44,1,0,0,1,1
7.42,6.81,5.03,1.44,1,1,0,0,2
7.42,6.81,5.03,1.44,1,0,0,1,4
7.42,6.81,5.03,1.44,1,0,1,0,3
7.42,6.81,5.03,1.44,0,0,0,1,4
7.42,6.81,5.03,1.44,1,1,1,1,4
7.42,6.81,5.03,1.44,1,1,1,1,2
7.42,6.81,5.03,1.44,0,1,0,1,4
7.42,6.81,5.03,1.44,1,1,0,1,2
7.42,6.81,5.03,1.44,1,0,0,1,4
7.42,6.81,5.03,1.44,1,1,1,0,3
7.42,6.81,5.03,1.44,0,1,0,1,4
7.42,6.81,5.03,1.44,1,1,0,1,4
7.42,6.81,5.03,1.44,1,0,0,0,0
7.42,6.81,5.03,1.44,0,1,1,0,3
7.42,6.81,5.03,1.44,0,0,1,1,3
7.42,6.81,5.03,1.44,1,0,0,1,4
7.42,6.81,5.03,1.44,0,1,0,0,2
7.42,6.81,5.03,1.44,1,1,1,1,0
7.42,6.81,5.03,1.44,0,0,1,1,4
7.42,6.81,5.03,1.44,0,0,1,1,3
7.42,6.81,5.03,1.44,0,0,0,1,4
7.42,6.81,5.03,1.44,0,0,1,1,3
7.42,6.81,5.03,1.44,1,1,1,1,2
7.42,6.81,5.03,1.44,1,0,1,0,3
7.42,6.81,5.03,1.44,0,1,1,0,2
7.42,6.81,5.03,1.44,0,1,0,1,2
7.42,6.81,5.03,1.44,1,1,1,1,0
7.42,6.81,5.03,1.44,0,0,0,1,4
7.42,6.81,5.03,1.44,1,0,1,1,4
7.42,6.81,5.03,1.44,0,0,1,0,0
7.42,6.81,5.03,1.44,0,1,0,1,2
7.42,6.81,5.03,1.44,0,1,0,1,4
7.42,6.81,5.03,1.44,1,0,0,1,0
7.42,6.81,5.03,1.44,0,1,0,1,4
7.42,6.81,5.03,1.44,0,1,0,0,2
7.42,6.81,5.03,1.44,0,1,1,0,3
7.42,6.81,5.03,1.44,1,1,0,0,2
7.42,6.81,5.03,1.44,0,1,1,0,0
7.42,6.81,5.03,1.44,0,1,0,1,4
7.42,6.81,5.03,1.44,0,0,1,0,3
7.42,6.81,5.03,1.44,0,0,0,1,0
7.42,6.81,5.03,1.44,0,0,1,1,3
7.42,6.81,5.03,1.44,1,0,1,0,3
7.42,6.81,5.03,1.44,0,1,1,0,2
7.42,6.81,5.03,1.44,1,1,0,0,1
7.42,6.81,5.03,1.44,1,1,1,1,0
7.42,6.81,5.03,1.44,1,1,0,0,0
7.42,6.81,5.03,1.44,1,1,0,1,2
7.42,6.81,5.03,1.44,1,0,1,0,0
7.42,6.81,5.03,1.44,0,0,0,1,0
7.42,6.81,5.03,1.44,1,0,1,0,3
7.42,6.81,5.03,1.44,1,1,1,1,4
7.42,6.81,5.03,1.44,1,1,1,1,0
7.42,6.81,5.03,1.44,1,1,0,0,2
7.42,6.81,5.03,1.44,1,0,1,0,0
7.42,6.81,5.03,1.44,0,0,1,0,3
7.42,6.81,5.03,1.44,0,0,0,1,4
7.42,6.81,5.03,1.44,0,1,1,0,3
7.42,6.81,5.03,1.44,1,1,1,1,1
7.42,6.81,5.03,1.44,0,0,1,0,3
7.42,6.81,5.03,1.44,0,1,0,1,0
7.42,6.81,5.03,1.44,1,1,1,0,0
7.42,6.81,5.03,1.44,1,1,0,0,0
7.42,6.81,5.03,1.44,0,1,1,0,3
7.42,6.81,5.03,1.44,1,1,0,0,0
7.42,6.81,5.03,1.44,0,1,0,1,2
7.42,6.81,5.03,1.44,0,0,0,1,0
7.42,6.81,5.03,1.44,0,0,0,1,4
7.42,6.81,5.03,1.44,1,1,0,0,0
7.42,6.81,5.03,1.44,1,1,0,0,2
7.42,6.81,5.03,1.44,1,0,0,1,1
7.42,6.81,5.03,1.44,1,1,0,1,4
7.42,6.81,5.03,1.44,0,0,1,0,3
7.42,6.81,5.03,1.44,1,0,1,0,3
7.42,6.81,5.03,1.44,0,1,0,0,0
7.42,6.81,5.03,1.44,1,1,0,0,0
