price_1,price_2,price_3,price_4,offered_1,offered_2,offered_3,offered_4,choice
8.88,6.2,3.78,2.35,0,1,1,1,4
8.88,6.2,3.78,2.35,1,0,1,0,0
8.88,6.2,3.78,2.35,0,0,0,1,4
8.88,6.2,3.78,2.35,0,0,1,0,3
8.88,6.2,3.78,2.35,0,0,0,1,4
8.88,6.2,3.78,2.35,1,0,0,1,1
8.88,6.2,3.78,2.35,0,0,0,1,0
8.88,6.2,3.78,2.35,1,0,0,1,1
8.88,6.2,3.78,2.35,0,0,0,1,4
8.88,6.2,3.78,2.35,1,1,0,1,1
8.88,6.2,3.78,2.35,0,1,0,1,4
8.88,6.2,3.78,2.35,1,0,1,1,1
8.88,6.2,3.78,2.35,1,0,0,0,1
8.88,6.2,3.78,2.35,0,0,1,1,3
8.88,6.2,3.78,2.35,0,0,1,1,4
8.88,6.2,3.78,2.35,1,0,0,1,4
8.88,6.2,3.78,2.35,1,0,1,1,4
8.88,6.2,3.78,2.35,1,0,0,0,0
8.88,6.2,3.78,2.35,1,1,1,1,3
8.88,6.2,3.78,2.35,0,0,0,1,0
8.88,6.2,3.78,2.35,0,1,0,1,0
8.88,6.2,3.78,2.35,0,1,0,1,0
8.88,6.2,3.78,2.35,0,0,0,1,0
8.88,6.2,3.78,2.35,0,1,1,0,0
8.88,6.2,3.78,2.35,1,0,1,0,0
8.88,6.2,3.78,2.35,1,0,0,0,1
8.88,6.2,3.78,2.35,1,0,0,1,1
8.88,6.2,3.78,2.35,1,1,0,1,1
8.88,6.2,3.78,2.35,0,0,0,1,0
8.88,6.2,3.78,2.35,0,0,0,1,4
8.88,6.2,3.78,2.35,0,0,0,1,4
8.88,6.2,3.78,2.35,0,0,1,0,0
8.88,6.2,3.78,2.35,1,0,1,1,4
8.88,6.2,3.78,2.35,0,1,0,1,0
8.88,6.2,3.78,2.35,1,1,0,1,4
8.88,6.2,3.78,2.35,0,1,0,0,0
8.88,6.2,3.78,2.35,0,0,0,1,4
8.88,6.2,3.78,2.35,1,0,0,1,1
8.88,6.2,3.78,2.35,1,1,1,0,0
8.88,6.2,3.78,2.35,0,1,1,1,4
8.88,6.2,3.78,2.35,0,1,0,0,0
8.88,6.2,3.78,2.35,1,0,0,0,0
8.88,6.2,3.78,2.35,0,1,0,0,0
8.88,6.2,3.78,2.35,0,0,1,0,0
8.88,6.2,3.78,2.35,1,0,1,0,1
8.88,6.2,3.78,2.35,1,0,1,1,3
8.88,6.2,3.78,2.35,0,1,0,0,0
8.88,6.2,3.78,2.35,0,0,0,1,4
8.88,6.2,3.78,2.35,1,1,0,0,2
8.88,6.2,3.78,2.35,1,0,0,0,1
