price_1,price_2,price_3,price_4,price_5,price_6,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,choice
6.85,6.09,6.07,5.01,3.62,1.89,1,0,0,0,1,1,5
6.85,6.09,6.07,5.01,3.62,1.89,0,0,1,1,0,0,0
6.85,6.09,6.07,5.01,3.62,1.89,1,0,1,0,0,1,1
6.85,6.09,6.07,5.01,3.62,1.89,1,0,0,1,0,0,0
6.85,6.09,6.07,5.01,3.62,1.89,1,1,0,0,1,1,2
6.85,6.09,6.07,5.01,3.62,1.89,1,1,0,1,0,1,6
6.85,6.09,6.07,5.01,3.62,1.89,1,1,0,1,1,0,1
6.85,6.09,6.07,5.01,3.62,1.89,1,0,0,0,1,0,5
6.85,6.09,6.07,5.01,3.62,1.89,0,0,1,1,1,0,0
6.85,6.09,6.07,5.01,3.62,1.89,1,1,1,1,1,0,2
6.85,6.09,6.07,5.01,3.62,1.89,0,0,0,0,1,1,6
6.85,6.09,6.07,5.01,3.62,1.89,0,1,0,1,1,0,5
6.85,6.09,6.07,5.01,3.62,1.89,1,1,1,0,1,1,5
6.85,6.09,6.07,5.01,3.62,1.89,1,0,0,0,0,1,6
6.85,6.09,6.07,5.01,3.62,1.89,1,0,0,1,0,0,1
6.85,6.09,6.07,5.01,3.62,1.89,1,1,1,1,1,1,6
6.85,6.09,6.07,5.01,3.62,1.89,1,1,1,0,1,1,2
6.85,6.09,6.07,5.01,3.62,1.89,0,0,1,1,1,0,5
6.85,6.09,6.07,5.01,3.62,1.89,1,1,0,0,0,1,0
6.85,6.09,6.07,5.01,3.62,1.89,1,1,0,0,1,0,5
6.85,6.09,6.07,5.01,3.62,1.89,1,1,0,0,1,0,1
6.85,6.09,6.07,5.01,3.62,1.89,0,0,0,0,1,0,5
6.85,6.09,6.07,5.01,3.62,1.89,1,0,1,1,1,0,0
6.85,6.09,6.07,5.01,3.62,1.89,0,0,1,0,1,1,6
6.85,6.09,6.07,5.01,3.62,1.89,1,1,0,0,0,0,0
6.85,6.09,6.07,5.01,3.62,1.89,0,1,0,0,1,1,5
6.85,6.09,6.07,5.01,3.62,1.89,0,0,1,0,1,1,5
6.85,6.09,6.07,5.01,3.62,1.89,1,0,0,1,1,0,1
6.85,6.09,6.07,5.01,3.62,1.89,1,0,0,1,1,1,1
6.85,6.09,6.07,5.01,3.62,1.89,0,0,0,0,0,1,6
6.85,6.09,6.07,5.01,3.62,1.89,1,1,1,0,0,1,6
6.85,6.09,6.07,5.01,3.62,1.89,1,1,1,0,1,1,5
6.85,6.09,6.07,5.01,3.62,1.89,0,0,0,0,0,1,6
6.85,6.09,6.07,5.01,3.62,1.89,0,0,1,0,0,1,3
