price_1,price_2,price_3,price_4,price_5,price_6,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,choice
7.08,5.38,5.14,3.7,2.06,1.24,1,0,1,1,0,0,1
7.08,5.38,5.14,3.7,2.06,1.24,1,1,1,1,0,0,1
7.08,5.38,5.14,3.7,2.06,1.24,0,0,1,1,0,1,0
7.08,5.38,5.14,3.7,2.06,1.24,1,0,1,0,1,0,5
7.08,5.38,5.14,3.7,2.06,1.24,1,0,1,0,1,1,6
7.08,5.38,5.14,3.7,2.06,1.24,1,1,1,0,0,0,0
7.08,5.38,5.14,3.7,2.06,1.24,1,0,1,0,1,1,0
7.08,5.38,5.14,3.7,2.06,1.24,0,0,0,1,0,0,0
7.08,5.38,5.14,3.7,2.06,1.24,0,1,1,1,0,0,4
7.08,5.38,5.14,3.7,2.06,1.24,1,1,0,1,1,1,0
7.08,5.38,5.14,3.7,2.06,1.24,0,1,1,0,1,1,6
7.08,5.38,5.14,3.7,2.06,1.24,1,0,1,0,0,0,1
7.08,5.38,5.14,3.7,2.06,1.24,0,1,1,1,0,1,4
7.08,5.38,5.14,3.7,2.06,1.24,1,0,1,1,0,1,4
7.08,5.38,5.14,3.7,2.06,1.24,1,0,0,1,1,1,4
7.08,5.38,5.14,3.7,2.06,1.24,1,0,0,1,1,0,4
7.08,5.38,5.14,3.7,2.06,1.24,1,0,0,0,0,1,1
7.08,5.38,5.14,3.7,2.06,1.24,1,1,0,1,1,0,1
7.08,5.38,5.14,3.7,2.06,1.24,0,1,0,0,0,1,0
7.08,5.38,5.14,3.7,2.06,1.24,1,1,0,0,1,1,0
7.08,5.38,5.14,3.7,2.06,1.24,1,1,0,1,1,0,4
7.08,5.38,5.14,3.7,2.06,1.24,0,0,0,0,1,0,5
7.08,5.38,5.14,3.7,2.06,1.24,0,0,1,0,0,1,3
7.08,5.38,5.14,3.7,2.06,1.24,0,1,0,0,1,1,0
7.08,5.38,5.14,3.7,2.06,1.24,1,1,0,1,1,1,4
7.08,5.38,5.14,3.7,2.06,1.24,0,0,0,1,0,0,0
7.08,5.38,5.14,3.7,2.06,1.24,0,1,1,0,1,1,6
7.08,5.38,5.14,3.7,2.06,1.24,1,1,1,0,1,1,0
7.08,5.38,5.14,3.7,2.06,1.24,1,0,1,1,0,1,1
7.08,5.38,5.14,3.7,2.06,1.24,1,0,0,1,0,1,4
7.08,5.38,5.14,3.7,2.06,1.24,0,0,0,1,0,1,4
7.08,5.38,5.14,3.7,2.06,1.24,1,0,0,1,1,0,1
7.08,5.38,5.14,3.7,2.06,1.24,0,0,1,1,1,1,0
7.08,5.38,5.14,3.7,2.06,1.24,1,0,0,0,1,0,1
7.08,5.38,5.14,3.7,2.06,1.24,1,0,1,1,1,1,1
7.08,5.38,5.14,3.7,2.06,1.24,0,0,1,0,0,0,3
7.08,5.38,5.14,3.7,2.06,1.24,0,0,0,1,1,1,6
7.08,5.38,5.14,3.7,2.06,1.24,1,0,1,0,0,0,0
7.08,5.38,5.14,3.7,2.06,1.24,1,1,0,1,1,0,5
7.08,5.38,5.14,3.7,2.06,1.24,1,0,1,1,1,0,1
7.08,5.38,5.14,3.7,2.06,1.24,1,1,0,1,1,0,4
7.08,5.38,5.14,3.7,2.06,1.24,1,1,1,1,0,1,3
7.08,5.38,5.14,3.7,2.06,1.24,1,0,0,1,0,0,1
7.08,5.38,5.14,3.7,2.06,1.24,0,0,0,1,0,1,6
7.08,5.38,5.14,3.7,2.06,1.24,1,0,0,1,1,1,1
7.08,5.38,5.14,3.7,2.06,1.24,0,0,0,0,1,1,5
7.08,5.38,5.14,3.7,2.06,1.24,1,0,0,1,0,0,0
7.08,5.38,5.14,3.7,2.06,1.24,0,0,1,0,1,0,5
7.08,5.38,5.14,3.7,2.06,1.24,1,1,1,0,1,0,3
7.08,5.38,5.14,3.7,2.06,1.24,0,1,1,1,0,1,6
