price_1,price_2,price_3,price_4,price_5,price_6,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,choice
9.6,6.02,5.88,3.85,3.12,2.89,1,1,1,1,1,0,0
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,0,1,0,5
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,0,1,0,0
9.6,6.02,5.88,3.85,3.12,2.89,1,0,0,1,1,1,6
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,0,1,1,5
9.6,6.02,5.88,3.85,3.12,2.89,0,1,0,1,1,0,5
9.6,6.02,5.88,3.85,3.12,2.89,0,0,1,1,1,0,5
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,1,1,1,5
9.6,6.02,5.88,3.85,3.12,2.89,0,1,0,0,1,1,5
9.6,6.02,5.88,3.85,3.12,2.89,1,0,1,1,0,1,3
9.6,6.02,5.88,3.85,3.12,2.89,1,0,0,0,1,0,5
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,0,1,0,2
9.6,6.02,5.88,3.85,3.12,2.89,0,1,0,0,0,0,0
9.6,6.02,5.88,3.85,3.12,2.89,1,1,1,0,0,0,1
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,1,1,0,0
9.6,6.02,5.88,3.85,3.12,2.89,0,1,1,0,0,1,6
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,0,1,0,5
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,0,1,0,0
9.6,6.02,5.88,3.85,3.12,2.89,0,1,1,1,1,0,5
9.6,6.02,5.88,3.85,3.12,2.89,0,1,1,1,1,1,3
9.6,6.02,5.88,3.85,3.12,2.89,0,0,1,0,0,0,3
9.6,6.02,5.88,3.85,3.12,2.89,0,1,0,0,1,0,2
9.6,6.02,5.88,3.85,3.12,2.89,0,1,1,0,0,0,2
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,0,1,1,6
9.6,6.02,5.88,3.85,3.12,2.89,1,0,0,1,0,0,0
9.6,6.02,5.88,3.85,3.12,2.89,0,1,1,1,1,0,3
9.6,6.02,5.88,3.85,3.12,2.89,1,1,1,1,1,1,2
9.6,6.02,5.88,3.85,3.12,2.89,0,1,0,0,0,1,6
9.6,6.02,5.88,3.85,3.12,2.89,1,0,1,0,0,1,6
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,0,0,1,0
9.6,6.02,5.88,3.85,3.12,2.89,1,1,1,1,0,0,2
9.6,6.02,5.88,3.85,3.12,2.89,0,0,1,0,1,1,6
9.6,6.02,5.88,3.85,3.12,2.89,0,1,1,1,1,0,5
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,0,0,1,6
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,1,1,0,5
9.6,6.02,5.88,3.85,3.12,2.89,0,0,1,0,1,0,5
9.6,6.02,5.88,3.85,3.12,2.89,1,1,1,1,1,1,1
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,0,1,1,1
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,1,0,1,6
9.6,6.02,5.88,3.85,3.12,2.89,0,1,1,0,0,0,0
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,1,1,1,5
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,0,0,0,2
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,0,1,1,2
9.6,6.02,5.88,3.85,3.12,2.89,1,0,1,0,1,1,3
9.6,6.02,5.88,3.85,3.12,2.89,0,1,1,0,1,0,5
9.6,6.02,5.88,3.85,3.12,2.89,1,0,1,1,1,1,5
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,1,0,1,1
9.6,6.02,5.88,3.85,3.12,2.89,0,1,1,1,1,1,5
9.6,6.02,5.88,3.85,3.12,2.89,1,1,1,1,0,0,1
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,1,0,0,4
9.6,6.02,5.88,3.85,3.12,2.89,1,0,0,1,1,0,1
9.6,6.02,5.88,3.85,3.12,2.89,0,1,1,0,1,1,5
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,0,1,1,5
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,1,1,1,5
9.6,6.02,5.88,3.85,3.12,2.89,0,1,1,1,0,0,3
9.6,6.02,5.88,3.85,3.12,2.89,1,0,0,0,0,1,1
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,0,1,1,5
9.6,6.02,5.88,3.85,3.12,2.89,1,0,1,0,1,0,1
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,1,1,0,2
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,0,1,0,5
9.6,6.02,5.88,3.85,3.12,2.89,1,1,1,1,1,1,5
9.6,6.02,5.88,3.85,3.12,2.89,0,1,1,1,1,0,5
9.6,6.02,5.88,3.85,3.12,2.89,1,1,1,0,1,1,1
9.6,6.02,5.88,3.85,3.12,2.89,0,0,1,0,1,0,5
9.6,6.02,5.88,3.85,3.12,2.89,1,0,1,0,0,1,6
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,0,0,1,1
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,0,0,1,1
9.6,6.02,5.88,3.85,3.12,2.89,1,0,1,0,1,0,1
9.6,6.02,5.88,3.85,3.12,2.89,0,1,0,0,1,0,0
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,1,1,1,5
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,1,1,1,5
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,1,1,1,5
9.6,6.02,5.88,3.85,3.12,2.89,1,1,1,1,1,0,2
9.6,6.02,5.88,3.85,3.12,2.89,0,1,1,0,1,0,5
9.6,6.02,5.88,3.85,3.12,2.89,0,0,1,0,0,1,0
9.6,6.02,5.88,3.85,3.12,2.89,1,1,1,1,0,1,1
9.6,6.02,5.88,3.85,3.12,2.89,0,1,1,0,1,1,6
9.6,6.02,5.88,3.85,3.12,2.89,1,0,1,0,0,0,0
9.6,6.02,5.88,3.85,3.12,2.89,1,0,1,0,1,1,1
9.6,6.02,5.88,3.85,3.12,2.89,0,1,1,1,1,1,5
9.6,6.02,5.88,3.85,3.12,2.89,0,1,1,0,0,1,2
9.6,6.02,5.88,3.85,3.12,2.89,1,1,1,1,0,1,1
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,0,1,0,0
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,1,1,0,2
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,0,0,1,0
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,1,0,1,6
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,1,0,1,6
9.6,6.02,5.88,3.85,3.12,2.89,1,0,1,0,1,0,3
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,1,0,1,0
9.6,6.02,5.88,3.85,3.12,2.89,0,0,1,0,0,1,3
9.6,6.02,5.88,3.85,3.12,2.89,1,0,1,1,1,0,1
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,0,1,0,0
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,0,1,0,5
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,0,1,1,5
9.6,6.02,5.88,3.85,3.12,2.89,1,0,1,1,1,1,6
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,0,1,0,5
9.6,6.02,5.88,3.85,3.12,2.89,0,1,0,0,1,0,5
9.6,6.02,5.88,3.85,3.12,2.89,1,0,1,0,1,1,6
9.6,6.02,5.88,3.85,3.12,2.89,1,0,1,1,1,0,0
9.6,6.02,5.88,3.85,3.12,2.89,0,0,1,0,0,0,3
9.6,6.02,5.88,3.85,3.12,2.89,1,0,1,0,0,0,1
9.6,6.02,5.88,3.85,3.12,2.89,1,0,1,1,1,1,0
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,0,1,0,5
9.6,6.02,5.88,3.85,3.12,2.89,1,1,1,0,0,1,1
9.6,6.02,5.88,3.85,3.12,2.89,1,0,0,0,0,1,0
9.6,6.02,5.88,3.85,3.12,2.89,1,0,0,1,1,0,0
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,1,1,1,6
9.6,6.02,5.88,3.85,3.12,2.89,0,1,1,1,1,1,5
9.6,6.02,5.88,3.85,3.12,2.89,0,1,1,0,0,0,3
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,0,0,1,0
9.6,6.02,5.88,3.85,3.12,2.89,0,0,1,1,1,1,6
9.6,6.02,5.88,3.85,3.12,2.89,1,1,1,0,1,0,2
9.6,6.02,5.88,3.85,3.12,2.89,1,1,1,0,0,0,0
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,0,0,0,2
9.6,6.02,5.88,3.85,3.12,2.89,0,1,0,1,1,1,0
9.6,6.02,5.88,3.85,3.12,2.89,1,1,1,0,0,0,2
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,0,1,0,1
9.6,6.02,5.88,3.85,3.12,2.89,1,0,1,1,0,1,4
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,0,1,1,1
9.6,6.02,5.88,3.85,3.12,2.89,1,1,0,0,1,1,2
9.6,6.02,5.88,3.85,3.12,2.89,0,0,0,1,0,0,0
9.6,6.02,5.88,3.85,3.12,2.89,0,1,0,1,1,0,5
9.6,6.02,5.88,3.85,3.12,2.89,1,1,1,0,0,0,1
9.6,6.02,5.88,3.85,3.12,2.89,1,0,0,1,1,0,5
9.6,6.02,5.88,3.85,3.12,2.89,0,1,1,0,0,0,2
9.6,6.02,5.88,3.85,3.12,2.89,1,0,0,1,1,1,1
9.6,6.02,5.88,3.85,3.12,2.89,1,0,1,1,0,0,0
9.6,6.02,5.88,3.85,3.12,2.89,0,1,0,0,0,0,2
