price_1,price_2,price_3,price_4,price_5,price_6,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,choice
4.56,3.22,2.79,1.87,1.64,1.29,1,0,0,0,1,0,5
4.56,3.22,2.79,1.87,1.64,1.29,1,1,0,1,1,0,2
4.56,3.22,2.79,1.87,1.64,1.29,1,1,1,1,0,0,1
4.56,3.22,2.79,1.87,1.64,1.29,0,1,0,0,1,1,5
4.56,3.22,2.79,1.87,1.64,1.29,0,0,0,1,1,1,6
4.56,3.22,2.79,1.87,1.64,1.29,1,0,0,0,1,1,1
4.56,3.22,2.79,1.87,1.64,1.29,0,1,1,1,1,0,3
4.56,3.22,2.79,1.87,1.64,1.29,0,0,1,0,0,1,6
4.56,3.22,2.79,1.87,1.64,1.29,0,0,0,1,1,1,6
4.56,3.22,2.79,1.87,1.64,1.29,1,0,1,1,0,1,3
4.56,3.22,2.79,1.87,1.64,1.29,0,1,1,1,1,1,0
4.56,3.22,2.79,1.87,1.64,1.29,1,0,0,1,1,0,5
4.56,3.22,2.79,1.87,1.64,1.29,0,1,0,0,0,1,0
4.56,3.22,2.79,1.87,1.64,1.29,0,0,0,1,0,1,6
4.56,3.22,2.79,1.87,1.64,1.29,0,1,0,0,1,1,5
4.56,3.22,2.79,1.87,1.64,1.29,1,0,0,0,0,0,1
4.56,3.22,2.79,1.87,1.64,1.29,1,0,1,0,0,1,0
4.56,3.22,2.79,1.87,1.64,1.29,0,1,0,1,0,1,6
4.56,3.22,2.79,1.87,1.64,1.29,0,0,0,0,0,1,0
4.56,3.22,2.79,1.87,1.64,1.29,0,0,0,0,1,0,5
4.56,3.22,2.79,1.87,1.64,1.29,1,1,1,0,1,0,1
4.56,3.22,2.79,1.87,1.64,1.29,1,1,1,0,1,1,1
4.56,3.22,2.79,1.87,1.64,1.29,1,1,0,1,1,0,5
4.56,3.22,2.79,1.87,1.64,1.29,0,1,1,1,0,1,4
4.56,3.22,2.79,1.87,1.64,1.29,0,1,0,1,1,1,6
4.56,3.22,2.79,1.87,1.64,1.29,1,0,1,1,1,1,6
4.56,3.22,2.79,1.87,1.64,1.29,0,0,1,0,0,1,6
4.56,3.22,2.79,1.87,1.64,1.29,0,0,0,1,0,1,6
4.56,3.22,2.79,1.87,1.64,1.29,1,0,1,0,0,0,1
4.56,3.22,2.79,1.87,1.64,1.29,0,0,0,1,1,1,5
4.56,3.22,2.79,1.87,1.64,1.29,1,0,1,1,1,0,1
4.56,3.22,2.79,1.87,1.64,1.29,1,0,0,1,0,0,4
4.56,3.22,2.79,1.87,1.64,1.29,1,1,0,0,0,1,1
4.56,3.22,2.79,1.87,1.64,1.29,0,1,1,0,1,0,2
4.56,3.22,2.79,1.87,1.64,1.29,1,1,1,1,1,0,1
4.56,3.22,2.79,1.87,1.64,1.29,1,0,0,0,0,1,1
4.56,3.22,2.79,1.87,1.64,1.29,1,1,0,0,1,1,6
4.56,3.22,2.79,1.87,1.64,1.29,0,1,0,0,1,1,2
4.56,3.22,2.79,1.87,1.64,1.29,1,0,1,0,1,1,0
4.56,3.22,2.79,1.87,1.64,1.29,0,1,1,1,1,0,2
4.56,3.22,2.79,1.87,1.64,1.29,1,0,0,0,1,0,5
4.56,3.22,2.79,1.87,1.64,1.29,0,1,0,1,0,0,2
4.56,3.22,2.79,1.87,1.64,1.29,0,0,1,0,1,0,3
4.56,3.22,2.79,1.87,1.64,1.29,1,1,0,0,1,0,5
4.56,3.22,2.79,1.87,1.64,1.29,1,1,0,1,1,0,2
4.56,3.22,2.79,1.87,1.64,1.29,1,0,1,1,1,0,4
4.56,3.22,2.79,1.87,1.64,1.29,0,1,1,1,0,0,0
4.56,3.22,2.79,1.87,1.64,1.29,1,0,1,0,1,0,5
4.56,3.22,2.79,1.87,1.64,1.29,1,0,1,0,0,1,3
4.56,3.22,2.79,1.87,1.64,1.29,0,1,0,0,0,1,6
4.56,3.22,2.79,1.87,1.64,1.29,1,1,0,1,1,0,5
4.56,3.22,2.79,1.87,1.64,1.29,1,1,0,0,1,0,5
4.56,3.22,2.79,1.87,1.64,1.29,0,1,1,1,1,0,3
4.56,3.22,2.79,1.87,1.64,1.29,1,0,0,1,0,0,0
4.56,3.22,2.79,1.87,1.64,1.29,0,1,1,1,0,0,2
4.56,3.22,2.79,1.87,1.64,1.29,0,1,0,1,1,1,6
4.56,3.22,2.79,1.87,1.64,1.29,0,0,1,0,1,1,5
4.56,3.22,2.79,1.87,1.64,1.29,0,1,0,0,1,1,6
4.56,3.22,2.79,1.87,1.64,1.29,1,0,0,0,1,1,6
4.56,3.22,2.79,1.87,1.64,1.29,1,1,0,1,1,0,2
4.56,3.22,2.79,1.87,1.64,1.29,1,1,0,0,0,1,6
4.56,3.22,2.79,1.87,1.64,1.29,1,0,1,0,0,0,3
4.56,3.22,2.79,1.87,1.64,1.29,0,0,0,0,1,1,0
4.56,3.22,2.79,1.87,1.64,1.29,0,1,0,1,1,1,4
4.56,3.22,2.79,1.87,1.64,1.29,1,1,0,0,1,0,1
4.56,3.22,2.79,1.87,1.64,1.29,1,1,1,0,0,1,0
4.56,3.22,2.79,1.87,1.64,1.29,0,1,0,0,0,0,2
4.56,3.22,2.79,1.87,1.64,1.29,1,1,1,0,0,0,2
4.56,3.22,2.79,1.87,1.64,1.29,1,1,0,1,1,1,6
4.56,3.22,2.79,1.87,1.64,1.29,1,1,1,1,0,0,1
4.56,3.22,2.79,1.87,1.64,1.29,1,1,0,1,1,0,0
4.56,3.22,2.79,1.87,1.64,1.29,1,1,0,1,1,0,1
4.56,3.22,2.79,1.87,1.64,1.29,0,1,1,1,0,0,3
4.56,3.22,2.79,1.87,1.64,1.29,1,0,0,0,1,0,5
4.56,3.22,2.79,1.87,1.64,1.29,0,0,1,0,0,1,3
4.56,3.22,2.79,1.87,1.64,1.29,0,0,0,1,0,0,0
4.56,3.22,2.79,1.87,1.64,1.29,1,0,1,0,0,1,1
4.56,3.22,2.79,1.87,1.64,1.29,1,1,0,1,0,0,2
4.56,3.22,2.79,1.87,1.64,1.29,1,0,0,1,1,0,5
4.56,3.22,2.79,1.87,1.64,1.29,0,0,0,1,1,1,6
4.56,3.22,2.79,1.87,1.64,1.29,0,0,0,1,0,0,0
4.56,3.22,2.79,1.87,1.64,1.29,0,1,1,0,1,1,6
4.56,3.22,2.79,1.87,1.64,1.29,0,1,1,1,1,1,3
4.56,3.22,2.79,1.87,1.64,1.29,0,1,0,1,1,1,5
4.56,3.22,2.79,1.87,1.64,1.29,1,1,0,1,1,0,5
4.56,3.22,2.79,1.87,1.64,1.29,1,0,0,0,1,0,5
4.56,3.22,2.79,1.87,1.64,1.29,0,1,0,1,0,0,2
4.56,3.22,2.79,1.87,1.64,1.29,0,0,0,1,0,0,0
4.56,3.22,2.79,1.87,1.64,1.29,1,0,1,1,1,0,5
4.56,3.22,2.79,1.87,1.64,1.29,0,0,1,1,0,0,0
4.56,3.22,2.79,1.87,1.64,1.29,1,1,0,1,1,0,2
4.56,3.22,2.79,1.87,1.64,1.29,1,1,0,0,1,1,5
4.56,3.22,2.79,1.87,1.64,1.29,0,0,1,1,0,1,0
4.56,3.22,2.79,1.87,1.64,1.29,0,1,0,1,1,1,0
4.56,3.22,2.79,1.87,1.64,1.29,1,1,1,0,1,0,1
4.56,3.22,2.79,1.87,1.64,1.29,0,1,1,1,1,0,2
4.56,3.22,2.79,1.87,1.64,1.29,1,0,1,0,1,1,1
4.56,3.22,2.79,1.87,1.64,1.29,1,0,1,1,1,0,1
4.56,3.22,2.79,1.87,1.64,1.29,1,1,1,1,0,0,4
4.56,3.22,2.79,1.87,1.64,1.29,0,1,1,0,0,0,2
