price_1,price_2,price_3,price_4,price_5,price_6,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,choice
9.27,9.09,9.03,6.22,4.66,4.42,1,1,1,0,1,1,1
9.27,9.09,9.03,6.22,4.66,4.42,0,1,0,0,0,1,2
9.27,9.09,9.03,6.22,4.66,4.42,0,0,1,0,1,0,0
9.27,9.09,9.03,6.22,4.66,4.42,1,1,0,1,0,1,1
9.27,9.09,9.03,6.22,4.66,4.42,0,0,1,0,0,0,0
9.27,9.09,9.03,6.22,4.66,4.42,1,0,1,0,0,1,6
9.27,9.09,9.03,6.22,4.66,4.42,0,0,1,1,0,0,0
9.27,9.09,9.03,6.22,4.66,4.42,0,1,1,1,1,1,6
9.27,9.09,9.03,6.22,4.66,4.42,0,1,0,0,0,1,6
9.27,9.09,9.03,6.22,4.66,4.42,1,0,1,1,0,1,3
9.27,9.09,9.03,6.22,4.66,4.42,0,1,0,1,0,1,6
9.27,9.09,9.03,6.22,4.66,4.42,1,1,0,0,0,1,1
9.27,9.09,9.03,6.22,4.66,4.42,0,0,1,0,1,0,0
9.27,9.09,9.03,6.22,4.66,4.42,0,1,1,0,0,0,2
9.27,9.09,9.03,6.22,4.66,4.42,1,0,0,1,1,0,0
9.27,9.09,9.03,6.22,4.66,4.42,1,0,0,1,0,0,4
9.27,9.09,9.03,6.22,4.66,4.42,0,1,0,0,1,0,0
9.27,9.09,9.03,6.22,4.66,4.42,1,0,1,0,0,1,6
9.27,9.09,9.03,6.22,4.66,4.42,0,1,0,0,1,0,0
9.27,9.09,9.03,6.22,4.66,4.42,0,1,1,0,0,0,2
9.27,9.09,9.03,6.22,4.66,4.42,0,0,1,0,0,1,6
9.27,9.09,9.03,6.22,4.66,4.42,1,0,1,1,1,0,0
9.27,9.09,9.03,6.22,4.66,4.42,0,0,0,0,0,1,6
9.27,9.09,9.03,6.22,4.66,4.42,0,0,0,1,0,0,4
9.27,9.09,9.03,6.22,4.66,4.42,0,1,1,0,0,1,0
9.27,9.09,9.03,6.22,4.66,4.42,1,1,1,1,1,0,2
9.27,9.09,9.03,6.22,4.66,4.42,0,1,0,1,0,1,2
9.27,9.09,9.03,6.22,4.66,4.42,0,1,0,1,0,1,6
9.27,9.09,9.03,6.22,4.66,4.42,0,1,1,0,1,0,3
9.27,9.09,9.03,6.22,4.66,4.42,1,0,0,0,1,0,0
9.27,9.09,9.03,6.22,4.66,4.42,1,1,1,1,0,1,4
9.27,9.09,9.03,6.22,4.66,4.42,1,1,0,1,1,1,0
9.27,9.09,9.03,6.22,4.66,4.42,0,0,0,0,1,1,0
9.27,9.09,9.03,6.22,4.66,4.42,0,0,0,1,0,0,0
9.27,9.09,9.03,6.22,4.66,4.42,1,0,0,0,0,0,1
9.27,9.09,9.03,6.22,4.66,4.42,1,1,0,1,0,0,2
9.27,9.09,9.03,6.22,4.66,4.42,0,0,0,1,0,0,4
9.27,9.09,9.03,6.22,4.66,4.42,1,1,0,1,0,1,6
9.27,9.09,9.03,6.22,4.66,4.42,0,0,0,0,1,1,6
9.27,9.09,9.03,6.22,4.66,4.42,0,0,0,1,1,1,4
9.27,9.09,9.03,6.22,4.66,4.42,0,1,0,0,0,0,0
9.27,9.09,9.03,6.22,4.66,4.42,1,0,1,0,1,1,1
9.27,9.09,9.03,6.22,4.66,4.42,1,1,1,0,1,1,1
9.27,9.09,9.03,6.22,4.66,4.42,0,0,0,0,1,1,6
9.27,9.09,9.03,6.22,4.66,4.42,1,1,1,1,0,1,4
9.27,9.09,9.03,6.22,4.66,4.42,1,1,0,1,0,1,6
9.27,9.09,9.03,6.22,4.66,4.42,0,0,0,0,0,1,6
9.27,9.09,9.03,6.22,4.66,4.42,1,0,0,1,0,0,1
9.27,9.09,9.03,6.22,4.66,4.42,0,1,0,1,0,1,4
9.27,9.09,9.03,6.22,4.66,4.42,0,1,1,0,0,1,3
9.27,9.09,9.03,6.22,4.66,4.42,1,1,1,0,0,1,6
9.27,9.09,9.03,6.22,4.66,4.42,0,1,1,0,0,0,0
9.27,9.09,9.03,6.22,4.66,4.42,1,1,0,1,0,0,1
9.27,9.09,9.03,6.22,4.66,4.42,0,1,0,0,1,0,0
9.27,9.09,9.03,6.22,4.66,4.42,0,1,0,1,0,1,2
9.27,9.09,9.03,6.22,4.66,4.42,1,1,1,1,1,1,6
9.27,9.09,9.03,6.22,4.66,4.42,0,1,0,0,0,1,2
9.27,9.09,9.03,6.22,4.66,4.42,1,1,1,1,1,1,4
9.27,9.09,9.03,6.22,4.66,4.42,1,1,1,1,0,1,6
9.27,9.09,9.03,6.22,4.66,4.42,1,1,0,0,1,0,0
9.27,9.09,9.03,6.22,4.66,4.42,1,1,1,1,1,0,0
9.27,9.09,9.03,6.22,4.66,4.42,0,1,1,1,1,1,0
9.27,9.09,9.03,6.22,4.66,4.42,0,1,0,0,1,1,0
9.27,9.09,9.03,6.22,4.66,4.42,0,0,0,1,0,0,0
9.27,9.09,9.03,6.22,4.66,4.42,0,0,1,0,1,0,0
9.27,9.09,9.03,6.22,4.66,4.42,0,1,0,0,0,1,6
9.27,9.09,9.03,6.22,4.66,4.42,1,1,1,0,1,0,2
9.27,9.09,9.03,6.22,4.66,4.42,0,1,1,0,0,0,3
9.27,9.09,9.03,6.22,4.66,4.42,1,0,1,0,1,1,0
9.27,9.09,9.03,6.22,4.66,4.42,1,0,1,1,1,0,0
9.27,9.09,9.03,6.22,4.66,4.42,1,1,0,0,1,0,0
9.27,9.09,9.03,6.22,4.66,4.42,0,1,1,1,0,0,4
9.27,9.09,9.03,6.22,4.66,4.42,1,0,1,0,1,1,6
9.27,9.09,9.03,6.22,4.66,4.42,1,0,1,1,0,1,1
9.27,9.09,9.03,6.22,4.66,4.42,1,1,0,1,0,1,6
9.27,9.09,9.03,6.22,4.66,4.42,0,1,1,1,1,0,2
9.27,9.09,9.03,6.22,4.66,4.42,0,0,0,0,1,1,0
9.27,9.09,9.03,6.22,4.66,4.42,1,0,0,0,1,0,1
9.27,9.09,9.03,6.22,4.66,4.42,1,1,0,1,0,0,1
9.27,9.09,9.03,6.22,4.66,4.42,0,0,1,1,1,1,6
9.27,9.09,9.03,6.22,4.66,4.42,0,0,1,1,0,1,6
9.27,9.09,9.03,6.22,4.66,4.42,0,1,0,1,0,1,0
9.27,9.09,9.03,6.22,4.66,4.42,1,1,1,0,1,0,3
9.27,9.09,9.03,6.22,4.66,4.42,0,0,0,1,0,0,0
9.27,9.09,9.03,6.22,4.66,4.42,0,1,0,1,1,1,0
9.27,9.09,9.03,6.22,4.66,4.42,1,1,1,0,1,0,2
9.27,9.09,9.03,6.22,4.66,4.42,1,0,1,1,0,0,1
9.27,9.09,9.03,6.22,4.66,4.42,0,1,1,0,1,0,0
9.27,9.09,9.03,6.22,4.66,4.42,0,0,0,1,1,0,0
9.27,9.09,9.03,6.22,4.66,4.42,0,0,1,1,1,0,0
9.27,9.09,9.03,6.22,4.66,4.42,1,0,1,1,0,1,1
9.27,9.09,9.03,6.22,4.66,4.42,0,0,1,1,0,0,0
9.27,9.09,9.03,6.22,4.66,4.42,0,0,1,1,0,0,3
9.27,9.09,9.03,6.22,4.66,4.42,0,0,1,0,1,1,6
9.27,9.09,9.03,6.22,4.66,4.42,1,0,1,1,0,1,1
9.27,9.09,9.03,6.22,4.66,4.42,1,1,1,1,0,0,0
9.27,9.09,9.03,6.22,4.66,4.42,0,0,1,0,0,0,3
9.27,9.09,9.03,6.22,4.66,4.42,1,0,0,1,0,0,0
9.27,9.09,9.03,6.22,4.66,4.42,1,0,1,0,0,0,3
9.27,9.09,9.03,6.22,4.66,4.42,1,1,1,0,0,1,6
9.27,9.09,9.03,6.22,4.66,4.42,1,1,1,1,1,1,4
9.27,9.09,9.03,6.22,4.66,4.42,1,1,0,1,1,0,2
9.27,9.09,9.03,6.22,4.66,4.42,0,0,1,1,1,1,6
