price_1,price_2,price_3,price_4,price_5,price_6,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,choice
9.48,9.39,8.44,6.5,6.05,4.12,0,0,0,1,1,0,5
9.48,9.39,8.44,6.5,6.05,4.12,1,0,1,0,1,0,3
9.48,9.39,8.44,6.5,6.05,4.12,1,1,1,0,1,0,1
9.48,9.39,8.44,6.5,6.05,4.12,0,0,1,1,0,1,0
9.48,9.39,8.44,6.5,6.05,4.12,0,0,1,0,1,1,5
9.48,9.39,8.44,6.5,6.05,4.12,0,0,0,1,0,1,0
9.48,9.39,8.44,6.5,6.05,4.12,0,0,1,0,0,0,3
9.48,9.39,8.44,6.5,6.05,4.12,0,0,0,0,1,0,0
9.48,9.39,8.44,6.5,6.05,4.12,1,1,1,1,0,0,1
9.48,9.39,8.44,6.5,6.05,4.12,0,0,0,1,0,1,4
9.48,9.39,8.44,6.5,6.05,4.12,1,1,1,1,0,1,3
9.48,9.39,8.44,6.5,6.05,4.12,1,0,0,1,1,1,0
9.48,9.39,8.44,6.5,6.05,4.12,0,0,0,1,1,1,0
9.48,9.39,8.44,6.5,6.05,4.12,0,1,1,1,0,1,2
9.48,9.39,8.44,6.5,6.05,4.12,1,0,1,0,1,1,6
9.48,9.39,8.44,6.5,6.05,4.12,0,0,1,1,1,1,5
9.48,9.39,8.44,6.5,6.05,4.12,0,1,1,0,0,0,0
9.48,9.39,8.44,6.5,6.05,4.12,0,1,0,0,1,0,2
9.48,9.39,8.44,6.5,6.05,4.12,0,1,1,1,0,1,2
9.48,9.39,8.44,6.5,6.05,4.12,1,0,0,0,0,0,1
9.48,9.39,8.44,6.5,6.05,4.12,1,0,1,0,0,0,1
9.48,9.39,8.44,6.5,6.05,4.12,1,1,0,0,1,0,0
9.48,9.39,8.44,6.5,6.05,4.12,0,1,1,0,1,0,2
9.48,9.39,8.44,6.5,6.05,4.12,1,0,0,1,0,1,1
9.48,9.39,8.44,6.5,6.05,4.12,1,0,1,1,1,1,1
9.48,9.39,8.44,6.5,6.05,4.12,1,0,0,0,0,0,0
9.48,9.39,8.44,6.5,6.05,4.12,0,0,1,1,0,1,0
9.48,9.39,8.44,6.5,6.05,4.12,1,0,1,0,0,0,3
9.48,9.39,8.44,6.5,6.05,4.12,1,1,0,0,1,1,1
