price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,price_21,price_22,price_23,price_24,price_25,price_26,price_27,price_28,price_29,price_30,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,offered_7,offered_8,offered_9,offered_10,offered_11,offered_12,offered_13,offered_14,offered_15,offered_16,offered_17,offered_18,offered_19,offered_20,offered_21,offered_22,offered_23,offered_24,offered_25,offered_26,offered_27,offered_28,offered_29,offered_30,choice
9.92,9.84,9.37,9.15,9.08,9.07,8.52,8.22,8.19,7.85,7.68,7.38,6.72,6.57,6.35,5.53,5.48,5.38,4.65,4.63,3.6,3.55,2.95,2.07,1.79,1.76,1.49,1.35,1.32,1.25,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,16
9.92,9.84,9.37,9.15,9.08,9.07,8.52,8.22,8.19,7.85,7.68,7.38,6.72,6.57,6.35,5.53,5.48,5.38,4.65,4.63,3.6,3.55,2.95,2.07,1.79,1.76,1.49,1.35,1.32,1.25,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0
9.92,9.84,9.37,9.15,9.08,9.07,8.52,8.22,8.19,7.85,7.68,7.38,6.72,6.57,6.35,5.53,5.48,5.38,4.65,4.63,3.6,3.55,2.95,2.07,1.79,1.76,1.49,1.35,1.32,1.25,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,11
9.92,9.84,9.37,9.15,9.08,9.07,8.52,8.22,8.19,7.85,7.68,7.38,6.72,6.57,6.35,5.53,5.48,5.38,4.65,4.63,3.6,3.55,2.95,2.07,1.79,1.76,1.49,1.35,1.32,1.25,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,24
9.92,9.84,9.37,9.15,9.08,9.07,8.52,8.22,8.19,7.85,7.68,7.38,6.72,6.57,6.35,5.53,5.48,5.38,4.65,4.63,3.6,3.55,2.95,2.07,1.79,1.76,1.49,1.35,1.32,1.25,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3
9.92,9.84,9.37,9.15,9.08,9.07,8.52,8.22,8.19,7.85,7.68,7.38,6.72,6.57,6.35,5.53,5.48,5.38,4.65,4.63,3.6,3.55,2.95,2.07,1.79,1.76,1.49,1.35,1.32,1.25,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,15
9.92,9.84,9.37,9.15,9.08,9.07,8.52,8.22,8.19,7.85,7.68,7.38,6.72,6.57,6.35,5.53,5.48,5.38,4.65,4.63,3.6,3.55,2.95,2.07,1.79,1.76,1.49,1.35,1.32,1.25,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16
9.92,9.84,9.37,9.15,9.08,9.07,8.52,8.22,8.19,7.85,7.68,7.38,6.72,6.57,6.35,5.53,5.48,5.38,4.65,4.63,3.6,3.55,2.95,2.07,1.79,1.76,1.49,1.35,1.32,1.25,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,10
9.92,9.84,9.37,9.15,9.08,9.07,8.52,8.22,8.19,7.85,7.68,7.38,6.72,6.57,6.35,5.53,5.48,5.38,4.65,4.63,3.6,3.55,2.95,2.07,1.79,1.76,1.49,1.35,1.32,1.25,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,11
9.92,9.84,9.37,9.15,9.08,9.07,8.52,8.22,8.19,7.85,7.68,7.38,6.72,6.57,6.35,5.53,5.48,5.38,4.65,4.63,3.6,3.55,2.95,2.07,1.79,1.76,1.49,1.35,1.32,1.25,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,12
9.92,9.84,9.37,9.15,9.08,9.07,8.52,8.22,8.19,7.85,7.68,7.38,6.72,6.57,6.35,5.53,5.48,5.38,4.65,4.63,3.6,3.55,2.95,2.07,1.79,1.76,1.49,1.35,1.32,1.25,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,3
9.92,9.84,9.37,9.15,9.08,9.07,8.52,8.22,8.19,7.85,7.68,7.38,6.72,6.57,6.35,5.53,5.48,5.38,4.65,4.63,3.6,3.55,2.95,2.07,1.79,1.76,1.49,1.35,1.32,1.25,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,27
