price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,price_21,price_22,price_23,price_24,price_25,price_26,price_27,price_28,price_29,price_30,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,offered_7,offered_8,offered_9,offered_10,offered_11,offered_12,offered_13,offered_14,offered_15,offered_16,offered_17,offered_18,offered_19,offered_20,offered_21,offered_22,offered_23,offered_24,offered_25,offered_26,offered_27,offered_28,offered_29,offered_30,choice
9.9,9.45,8.93,8.8,8.69,8.64,8.32,7.86,7.7,7.66,6.95,6.53,6.35,6.25,5.98,5.5,5.49,5.26,4.87,4.68,4.63,4.45,3.73,3.7,3.56,3.46,3.4,3.22,2.02,1.05,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0
9.9,9.45,8.93,8.8,8.69,8.64,8.32,7.86,7.7,7.66,6.95,6.53,6.35,6.25,5.98,5.5,5.49,5.26,4.87,4.68,4.63,4.45,3.73,3.7,3.56,3.46,3.4,3.22,2.02,1.05,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,15
9.9,9.45,8.93,8.8,8.69,8.64,8.32,7.86,7.7,7.66,6.95,6.53,6.35,6.25,5.98,5.5,5.49,5.26,4.87,4.68,4.63,4.45,3.73,3.7,3.56,3.46,3.4,3.22,2.02,1.05,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,22
9.9,9.45,8.93,8.8,8.69,8.64,8.32,7.86,7.7,7.66,6.95,6.53,6.35,6.25,5.98,5.5,5.49,5.26,4.87,4.68,4.63,4.45,3.73,3.7,3.56,3.46,3.4,3.22,2.02,1.05,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,28
9.9,9.45,8.93,8.8,8.69,8.64,8.32,7.86,7.7,7.66,6.95,6.53,6.35,6.25,5.98,5.5,5.49,5.26,4.87,4.68,4.63,4.45,3.73,3.7,3.56,3.46,3.4,3.22,2.02,1.05,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,29
9.9,9.45,8.93,8.8,8.69,8.64,8.32,7.86,7.7,7.66,6.95,6.53,6.35,6.25,5.98,5.5,5.49,5.26,4.87,4.68,4.63,4.45,3.73,3.7,3.56,3.46,3.4,3.22,2.02,1.05,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,10
9.9,9.45,8.93,8.8,8.69,8.64,8.32,7.86,7.7,7.66,6.95,6.53,6.35,6.25,5.98,5.5,5.49,5.26,4.87,4.68,4.63,4.45,3.73,3.7,3.56,3.46,3.4,3.22,2.02,1.05,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,19
9.9,9.45,8.93,8.8,8.69,8.64,8.32,7.86,7.7,7.66,6.95,6.53,6.35,6.25,5.98,5.5,5.49,5.26,4.87,4.68,4.63,4.45,3.73,3.7,3.56,3.46,3.4,3.22,2.02,1.05,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
9.9,9.45,8.93,8.8,8.69,8.64,8.32,7.86,7.7,7.66,6.95,6.53,6.35,6.25,5.98,5.5,5.49,5.26,4.87,4.68,4.63,4.45,3.73,3.7,3.56,3.46,3.4,3.22,2.02,1.05,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,27
9.9,9.45,8.93,8.8,8.69,8.64,8.32,7.86,7.7,7.66,6.95,6.53,6.35,6.25,5.98,5.5,5.49,5.26,4.87,4.68,4.63,4.45,3.73,3.7,3.56,3.46,3.4,3.22,2.02,1.05,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0
9.9,9.45,8.93,8.8,8.69,8.64,8.32,7.86,7.7,7.66,6.95,6.53,6.35,6.25,5.98,5.5,5.49,5.26,4.87,4.68,4.63,4.45,3.73,3.7,3.56,3.46,3.4,3.22,2.02,1.05,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,3
9.9,9.45,8.93,8.8,8.69,8.64,8.32,7.86,7.7,7.66,6.95,6.53,6.35,6.25,5.98,5.5,5.49,5.26,4.87,4.68,4.63,4.45,3.73,3.7,3.56,3.46,3.4,3.22,2.02,1.05,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,7
