price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,price_21,price_22,price_23,price_24,price_25,price_26,price_27,price_28,price_29,price_30,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,offered_7,offered_8,offered_9,offered_10,offered_11,offered_12,offered_13,offered_14,offered_15,offered_16,offered_17,offered_18,offered_19,offered_20,offered_21,offered_22,offered_23,offered_24,offered_25,offered_26,offered_27,offered_28,offered_29,offered_30,choice
9.81,9.79,9.69,9.27,8.44,7.87,7.13,7.04,6.98,6.71,6.22,5.23,4.66,4.2,4.16,3.92,3.62,2.71,2.67,2.57,2.53,2.46,2.35,2.14,2.12,1.54,1.47,1.44,1.38,1.0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,27
9.81,9.79,9.69,9.27,8.44,7.87,7.13,7.04,6.98,6.71,6.22,5.23,4.66,4.2,4.16,3.92,3.62,2.71,2.67,2.57,2.53,2.46,2.35,2.14,2.12,1.54,1.47,1.44,1.38,1.0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,26
9.81,9.79,9.69,9.27,8.44,7.87,7.13,7.04,6.98,6.71,6.22,5.23,4.66,4.2,4.16,3.92,3.62,2.71,2.67,2.57,2.53,2.46,2.35,2.14,2.12,1.54,1.47,1.44,1.38,1.0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,30
9.81,9.79,9.69,9.27,8.44,7.87,7.13,7.04,6.98,6.71,6.22,5.23,4.66,4.2,4.16,3.92,3.62,2.71,2.67,2.57,2.53,2.46,2.35,2.14,2.12,1.54,1.47,1.44,1.38,1.0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,30
9.81,9.79,9.69,9.27,8.44,7.87,7.13,7.04,6.98,6.71,6.22,5.23,4.66,4.2,4.16,3.92,3.62,2.71,2.67,2.57,2.53,2.46,2.35,2.14,2.12,1.54,1.47,1.44,1.38,1.0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,23
9.81,9.79,9.69,9.27,8.44,7.87,7.13,7.04,6.98,6.71,6.22,5.23,4.66,4.2,4.16,3.92,3.62,2.71,2.67,2.57,2.53,2.46,2.35,2.14,2.12,1.54,1.47,1.44,1.38,1.0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,20
9.81,9.79,9.69,9.27,8.44,7.87,7.13,7.04,6.98,6.71,6.22,5.23,4.66,4.2,4.16,3.92,3.62,2.71,2.67,2.57,2.53,2.46,2.35,2.14,2.12,1.54,1.47,1.44,1.38,1.0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,12
9.81,9.79,9.69,9.27,8.44,7.87,7.13,7.04,6.98,6.71,6.22,5.23,4.66,4.2,4.16,3.92,3.62,2.71,2.67,2.57,2.53,2.46,2.35,2.14,2.12,1.54,1.47,1.44,1.38,1.0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,15
9.81,9.79,9.69,9.27,8.44,7.87,7.13,7.04,6.98,6.71,6.22,5.23,4.66,4.2,4.16,3.92,3.62,2.71,2.67,2.57,2.53,2.46,2.35,2.14,2.12,1.54,1.47,1.44,1.38,1.0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1
9.81,9.79,9.69,9.27,8.44,7.87,7.13,7.04,6.98,6.71,6.22,5.23,4.66,4.2,4.16,3.92,3.62,2.71,2.67,2.57,2.53,2.46,2.35,2.14,2.12,1.54,1.47,1.44,1.38,1.0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,28
9.81,9.79,9.69,9.27,8.44,7.87,7.13,7.04,6.98,6.71,6.22,5.23,4.66,4.2,4.16,3.92,3.62,2.71,2.67,2.57,2.53,2.46,2.35,2.14,2.12,1.54,1.47,1.44,1.38,1.0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,15
9.81,9.79,9.69,9.27,8.44,7.87,7.13,7.04,6.98,6.71,6.22,5.23,4.66,4.2,4.16,3.92,3.62,2.71,2.67,2.57,2.53,2.46,2.35,2.14,2.12,1.54,1.47,1.44,1.38,1.0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,23
9.81,9.79,9.69,9.27,8.44,7.87,7.13,7.04,6.98,6.71,6.22,5.23,4.66,4.2,4.16,3.92,3.62,2.71,2.67,2.57,2.53,2.46,2.35,2.14,2.12,1.54,1.47,1.44,1.38,1.0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,20
9.81,9.79,9.69,9.27,8.44,7.87,7.13,7.04,6.98,6.71,6.22,5.23,4.66,4.2,4.16,3.92,3.62,2.71,2.67,2.57,2.53,2.46,2.35,2.14,2.12,1.54,1.47,1.44,1.38,1.0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,24
9.81,9.79,9.69,9.27,8.44,7.87,7.13,7.04,6.98,6.71,6.22,5.23,4.66,4.2,4.16,3.92,3.62,2.71,2.67,2.57,2.53,2.46,2.35,2.14,2.12,1.54,1.47,1.44,1.38,1.0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,4
9.81,9.79,9.69,9.27,8.44,7.87,7.13,7.04,6.98,6.71,6.22,5.23,4.66,4.2,4.16,3.92,3.62,2.71,2.67,2.57,2.53,2.46,2.35,2.14,2.12,1.54,1.47,1.44,1.38,1.0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,9
9.81,9.79,9.69,9.27,8.44,7.87,7.13,7.04,6.98,6.71,6.22,5.23,4.66,4.2,4.16,3.92,3.62,2.71,2.67,2.57,2.53,2.46,2.35,2.14,2.12,1.54,1.47,1.44,1.38,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,2
9.81,9.79,9.69,9.27,8.44,7.87,7.13,7.04,6.98,6.71,6.22,5.23,4.66,4.2,4.16,3.92,3.62,2.71,2.67,2.57,2.53,2.46,2.35,2.14,2.12,1.54,1.47,1.44,1.38,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,23
9.81,9.79,9.69,9.27,8.44,7.87,7.13,7.04,6.98,6.71,6.22,5.23,4.66,4.2,4.16,3.92,3.62,2.71,2.67,2.57,2.53,2.46,2.35,2.14,2.12,1.54,1.47,1.44,1.38,1.0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,6
