price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,offered_7,offered_8,offered_9,offered_10,offered_11,offered_12,offered_13,offered_14,offered_15,offered_16,offered_17,offered_18,offered_19,offered_20,choice
8.61,8.51,8.23,7.07,7.01,6.72,5.93,5.59,5.5,3.36,3.35,3.03,2.92,2.76,2.71,2.55,1.88,1.54,1.41,1.03,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
8.61,8.51,8.23,7.07,7.01,6.72,5.93,5.59,5.5,3.36,3.35,3.03,2.92,2.76,2.71,2.55,1.88,1.54,1.41,1.03,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,5
8.61,8.51,8.23,7.07,7.01,6.72,5.93,5.59,5.5,3.36,3.35,3.03,2.92,2.76,2.71,2.55,1.88,1.54,1.41,1.03,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,8
8.61,8.51,8.23,7.07,7.01,6.72,5.93,5.59,5.5,3.36,3.35,3.03,2.92,2.76,2.71,2.55,1.88,1.54,1.41,1.03,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,15
8.61,8.51,8.23,7.07,7.01,6.72,5.93,5.59,5.5,3.36,3.35,3.03,2.92,2.76,2.71,2.55,1.88,1.54,1.41,1.03,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,20
8.61,8.51,8.23,7.07,7.01,6.72,5.93,5.59,5.5,3.36,3.35,3.03,2.92,2.76,2.71,2.55,1.88,1.54,1.41,1.03,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,4
8.61,8.51,8.23,7.07,7.01,6.72,5.93,5.59,5.5,3.36,3.35,3.03,2.92,2.76,2.71,2.55,1.88,1.54,1.41,1.03,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,3
8.61,8.51,8.23,7.07,7.01,6.72,5.93,5.59,5.5,3.36,3.35,3.03,2.92,2.76,2.71,2.55,1.88,1.54,1.41,1.03,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,13
8.61,8.51,8.23,7.07,7.01,6.72,5.93,5.59,5.5,3.36,3.35,3.03,2.92,2.76,2.71,2.55,1.88,1.54,1.41,1.03,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,14
8.61,8.51,8.23,7.07,7.01,6.72,5.93,5.59,5.5,3.36,3.35,3.03,2.92,2.76,2.71,2.55,1.88,1.54,1.41,1.03,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,9
8.61,8.51,8.23,7.07,7.01,6.72,5.93,5.59,5.5,3.36,3.35,3.03,2.92,2.76,2.71,2.55,1.88,1.54,1.41,1.03,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,9
8.61,8.51,8.23,7.07,7.01,6.72,5.93,5.59,5.5,3.36,3.35,3.03,2.92,2.76,2.71,2.55,1.88,1.54,1.41,1.03,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,10
8.61,8.51,8.23,7.07,7.01,6.72,5.93,5.59,5.5,3.36,3.35,3.03,2.92,2.76,2.71,2.55,1.88,1.54,1.41,1.03,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0
8.61,8.51,8.23,7.07,7.01,6.72,5.93,5.59,5.5,3.36,3.35,3.03,2.92,2.76,2.71,2.55,1.88,1.54,1.41,1.03,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,4
