price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,offered_7,offered_8,offered_9,offered_10,offered_11,offered_12,offered_13,offered_14,offered_15,offered_16,offered_17,offered_18,offered_19,offered_20,choice
9.59,9.46,9.05,8.26,7.9,7.29,7.14,6.21,5.71,5.59,5.36,5.21,4.39,4.25,4.15,2.58,2.22,1.93,1.44,1.41,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,4
9.59,9.46,9.05,8.26,7.9,7.29,7.14,6.21,5.71,5.59,5.36,5.21,4.39,4.25,4.15,2.58,2.22,1.93,1.44,1.41,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,5
9.59,9.46,9.05,8.26,7.9,7.29,7.14,6.21,5.71,5.59,5.36,5.21,4.39,4.25,4.15,2.58,2.22,1.93,1.44,1.41,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1
9.59,9.46,9.05,8.26,7.9,7.29,7.14,6.21,5.71,5.59,5.36,5.21,4.39,4.25,4.15,2.58,2.22,1.93,1.44,1.41,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,19
9.59,9.46,9.05,8.26,7.9,7.29,7.14,6.21,5.71,5.59,5.36,5.21,4.39,4.25,4.15,2.58,2.22,1.93,1.44,1.41,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,20
9.59,9.46,9.05,8.26,7.9,7.29,7.14,6.21,5.71,5.59,5.36,5.21,4.39,4.25,4.15,2.58,2.22,1.93,1.44,1.41,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,17
9.59,9.46,9.05,8.26,7.9,7.29,7.14,6.21,5.71,5.59,5.36,5.21,4.39,4.25,4.15,2.58,2.22,1.93,1.44,1.41,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,3
9.59,9.46,9.05,8.26,7.9,7.29,7.14,6.21,5.71,5.59,5.36,5.21,4.39,4.25,4.15,2.58,2.22,1.93,1.44,1.41,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0
9.59,9.46,9.05,8.26,7.9,7.29,7.14,6.21,5.71,5.59,5.36,5.21,4.39,4.25,4.15,2.58,2.22,1.93,1.44,1.41,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,5
9.59,9.46,9.05,8.26,7.9,7.29,7.14,6.21,5.71,5.59,5.36,5.21,4.39,4.25,4.15,2.58,2.22,1.93,1.44,1.41,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,19
9.59,9.46,9.05,8.26,7.9,7.29,7.14,6.21,5.71,5.59,5.36,5.21,4.39,4.25,4.15,2.58,2.22,1.93,1.44,1.41,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,8
9.59,9.46,9.05,8.26,7.9,7.29,7.14,6.21,5.71,5.59,5.36,5.21,4.39,4.25,4.15,2.58,2.22,1.93,1.44,1.41,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,20
9.59,9.46,9.05,8.26,7.9,7.29,7.14,6.21,5.71,5.59,5.36,5.21,4.39,4.25,4.15,2.58,2.22,1.93,1.44,1.41,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
9.59,9.46,9.05,8.26,7.9,7.29,7.14,6.21,5.71,5.59,5.36,5.21,4.39,4.25,4.15,2.58,2.22,1.93,1.44,1.41,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,17
