price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,offered_7,offered_8,offered_9,offered_10,offered_11,offered_12,offered_13,offered_14,offered_15,offered_16,offered_17,offered_18,offered_19,offered_20,choice
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,6
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,9
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,11
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,13
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,8
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,6
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,20
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,15
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,14
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,8
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,17
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,15
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,20
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,6
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,19
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,8
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,12
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,17
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,13
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,19
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,19
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,8
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,2
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,8
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,20
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,6
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,6
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,17
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,7
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,13
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,14
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,17
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,11
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,11
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,7
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,8
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,2
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,20
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,20
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,20
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,17
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,13
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,8
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,16
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,15
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,8
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,2
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,3
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,11
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,6
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,19
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,4
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,13
9.36,9.27,8.72,8.45,7.37,6.88,6.58,6.12,5.62,5.48,4.28,4.24,3.67,3.45,3.06,2.38,2.12,1.95,1.13,1.12,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,14
