price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,offered_7,offered_8,offered_9,offered_10,offered_11,offered_12,offered_13,offered_14,offered_15,offered_16,offered_17,offered_18,offered_19,offered_20,choice
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,9
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,3
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,5
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,3
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,5
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,10
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,13
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,19
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,18
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,3
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,17
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,18
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,8
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,8
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,4
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,6
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,3
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,2
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,7
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,11
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,3
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,5
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,16
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,3
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,3
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,3
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,11
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,9
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,12
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,11
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,14
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,5
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,18
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,17
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,2
9.48,9.06,8.93,8.68,7.83,6.96,6.32,5.86,5.48,5.09,5.08,4.17,3.9,3.45,2.69,1.47,1.44,1.2,1.16,1.05,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,15
