price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,offered_7,offered_8,offered_9,offered_10,offered_11,offered_12,offered_13,offered_14,offered_15,offered_16,offered_17,offered_18,offered_19,offered_20,choice
8.75,8.24,8.19,8.05,7.97,7.93,6.18,5.85,5.63,5.38,5.24,5.11,4.46,4.2,3.7,2.56,2.33,2.08,1.59,1.16,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0
8.75,8.24,8.19,8.05,7.97,7.93,6.18,5.85,5.63,5.38,5.24,5.11,4.46,4.2,3.7,2.56,2.33,2.08,1.59,1.16,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,15
8.75,8.24,8.19,8.05,7.97,7.93,6.18,5.85,5.63,5.38,5.24,5.11,4.46,4.2,3.7,2.56,2.33,2.08,1.59,1.16,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,2
8.75,8.24,8.19,8.05,7.97,7.93,6.18,5.85,5.63,5.38,5.24,5.11,4.46,4.2,3.7,2.56,2.33,2.08,1.59,1.16,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,3
8.75,8.24,8.19,8.05,7.97,7.93,6.18,5.85,5.63,5.38,5.24,5.11,4.46,4.2,3.7,2.56,2.33,2.08,1.59,1.16,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,4
8.75,8.24,8.19,8.05,7.97,7.93,6.18,5.85,5.63,5.38,5.24,5.11,4.46,4.2,3.7,2.56,2.33,2.08,1.59,1.16,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1
8.75,8.24,8.19,8.05,7.97,7.93,6.18,5.85,5.63,5.38,5.24,5.11,4.46,4.2,3.7,2.56,2.33,2.08,1.59,1.16,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,3
8.75,8.24,8.19,8.05,7.97,7.93,6.18,5.85,5.63,5.38,5.24,5.11,4.46,4.2,3.7,2.56,2.33,2.08,1.59,1.16,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,19
8.75,8.24,8.19,8.05,7.97,7.93,6.18,5.85,5.63,5.38,5.24,5.11,4.46,4.2,3.7,2.56,2.33,2.08,1.59,1.16,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,13
8.75,8.24,8.19,8.05,7.97,7.93,6.18,5.85,5.63,5.38,5.24,5.11,4.46,4.2,3.7,2.56,2.33,2.08,1.59,1.16,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,9
8.75,8.24,8.19,8.05,7.97,7.93,6.18,5.85,5.63,5.38,5.24,5.11,4.46,4.2,3.7,2.56,2.33,2.08,1.59,1.16,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,17
8.75,8.24,8.19,8.05,7.97,7.93,6.18,5.85,5.63,5.38,5.24,5.11,4.46,4.2,3.7,2.56,2.33,2.08,1.59,1.16,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,17
8.75,8.24,8.19,8.05,7.97,7.93,6.18,5.85,5.63,5.38,5.24,5.11,4.46,4.2,3.7,2.56,2.33,2.08,1.59,1.16,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0
8.75,8.24,8.19,8.05,7.97,7.93,6.18,5.85,5.63,5.38,5.24,5.11,4.46,4.2,3.7,2.56,2.33,2.08,1.59,1.16,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,15
8.75,8.24,8.19,8.05,7.97,7.93,6.18,5.85,5.63,5.38,5.24,5.11,4.46,4.2,3.7,2.56,2.33,2.08,1.59,1.16,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
