price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,offered_7,offered_8,offered_9,offered_10,offered_11,offered_12,offered_13,offered_14,offered_15,offered_16,offered_17,offered_18,offered_19,offered_20,choice
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,7
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,18
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,18
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,3
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,18
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,3
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,12
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,2
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,19
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,13
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,8
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,11
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,4
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,7
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,3
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,18
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,3
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,13
9.21,8.83,8.57,8.13,7.96,7.6,6.02,5.99,5.9,5.71,5.35,5.09,4.25,2.26,2.04,1.97,1.67,1.66,1.3,1.11,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,11
