price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,offered_7,offered_8,offered_9,offered_10,choice
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,0,0,1,1,0,0,0,1,1,1,10
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,0,1,0,0,0,0,0,0,1,0,9
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,1,0,0,1,0,1,1,1,1,0,1
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,1,1,0,1,1,1,0,0,0,0,5
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,0,1,1,0,1,0,0,0,0,1,2
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,1,0,1,0,1,1,0,0,1,0,1
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,0,0,1,1,0,1,1,0,1,1,7
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,1,0,1,1,0,0,1,1,1,0,0
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,0,0,1,1,1,0,0,0,0,1,4
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,1,0,0,0,1,0,1,0,0,0,1
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,0,0,0,1,0,1,1,1,0,0,8
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,1,0,1,0,1,1,1,0,1,1,10
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,1,0,0,1,1,0,1,1,1,1,1
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,0,1,1,1,1,0,0,1,1,0,9
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,1,1,0,0,1,0,1,0,0,0,2
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,1,0,0,1,1,1,1,1,0,0,8
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,0,0,1,0,1,0,0,1,0,1,0
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,0,0,1,0,0,0,0,0,1,0,9
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,1,0,1,1,1,1,0,1,1,0,6
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,0,1,0,1,0,0,1,0,0,1,2
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,0,1,1,1,1,0,0,1,1,1,10
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,1,0,1,1,0,1,0,0,1,0,4
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,1,1,1,1,0,0,0,0,0,0,1
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,1,0,0,1,1,0,0,1,1,1,0
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,0,0,1,0,1,0,0,0,0,0,0
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,0,0,0,0,1,1,1,0,0,0,7
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,1,0,1,1,0,0,1,0,0,1,7
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,0,0,0,0,0,0,0,0,0,1,10
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,1,1,1,1,0,0,0,1,0,1,3
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,1,1,1,1,1,1,1,1,0,1,7
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,0,0,1,0,0,1,0,1,0,0,8
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,0,1,1,0,0,1,0,1,0,0,8
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,0,0,1,1,1,1,1,0,1,0,9
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,1,1,0,1,1,0,0,0,0,0,1
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,0,1,0,0,0,1,0,1,0,1,2
9.74,6.79,6.77,6.67,6.58,6.39,5.29,5.03,2.4,1.37,0,0,1,0,0,1,1,0,1,1,10
