price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,offered_7,offered_8,offered_9,offered_10,choice
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,0,0,1,1,0,0,0,1,1,9
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,0,0,1,1,1,1,1,1,0,4
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,1,1,0,0,1,0,0,0,1,3
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,1,0,1,1,0,0,1,1,1,0,8
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,0,1,0,1,1,1,0,1,1,7
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,0,1,1,0,0,1,1,1,0,8
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,0,0,1,1,0,1,1,0,1,8
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,0,0,0,0,1,0,1,0,0,6
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,1,1,0,1,0,0,0,0,1,1,1
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,0,1,1,0,0,1,1,0,0,8
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,1,1,0,1,1,0,0,1,0,0,1
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,1,1,1,1,0,1,1,1,1,5
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,1,1,0,0,0,1,1,0,1,0,6
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,1,0,0,1,1,0,1,0,0,5
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,1,0,1,0,1,1,0,0,1,1,3
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,1,1,1,1,1,1,0,1,0,0,1
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,1,1,0,0,1,1,0,0,0,6
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,1,0,1,0,1,1,0,1,1,0,8
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,0,1,1,1,1,0,0,1,0,4
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,0,0,0,1,0,1,0,0,0,7
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,0,1,0,1,1,1,1,1,0,8
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,1,1,0,1,1,1,1,1,0,1,2
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,1,1,1,1,1,0,1,1,0,3
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,1,0,1,1,0,0,1,0,1,1,4
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,1,0,0,0,0,1,1,1,1,9
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,0,1,1,0,1,0,0,1,1,9
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,1,1,0,0,0,0,1,1,1,0,0
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,0,0,0,1,0,1,0,0,0,5
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,1,1,1,1,0,0,0,0,0,0
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,1,0,0,0,0,0,0,1,0,0,8
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,1,1,0,0,1,0,0,1,0,1,8
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,1,1,0,1,0,1,1,1,0,7
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,0,1,1,1,0,0,0,1,1,4
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,1,1,0,0,0,1,0,0,1,3
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,1,0,0,1,1,1,0,1,0,0,8
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,0,0,1,0,0,0,1,0,0,8
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,0,0,0,0,1,0,1,0,0,6
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,1,1,1,1,1,0,0,0,1,0,3
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,1,0,0,0,0,1,1,1,0,1,7
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,1,0,0,0,1,1,0,0,1,1,9
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,1,0,1,1,0,0,0,0,1,1,0
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,0,0,0,0,0,1,0,1,0,9
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,1,0,1,1,0,0,1,1,0,5
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,1,1,1,0,1,1,0,1,0,1,2
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,0,0,0,0,1,0,0,1,0,6
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,1,0,0,0,1,0,0,0,0,1,10
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,1,1,1,1,1,1,0,1,1,10
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,1,1,0,1,1,0,1,0,1,3
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,1,1,1,0,0,0,0,1,0,1,2
8.17,7.45,6.36,4.72,4.59,4.34,2.91,2.74,1.81,1.01,0,0,1,0,1,0,0,1,1,1,3
