price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,offered_7,offered_8,offered_9,offered_10,choice
9.8,8.1,6.89,6.58,6.36,5.31,4.29,3.94,3.74,1.69,0,0,1,1,0,0,1,1,1,1,8
9.8,8.1,6.89,6.58,6.36,5.31,4.29,3.94,3.74,1.69,1,1,0,1,1,0,1,0,1,1,1
9.8,8.1,6.89,6.58,6.36,5.31,4.29,3.94,3.74,1.69,0,0,1,0,1,1,0,1,0,1,10
9.8,8.1,6.89,6.58,6.36,5.31,4.29,3.94,3.74,1.69,1,0,1,0,0,0,1,1,0,0,3
9.8,8.1,6.89,6.58,6.36,5.31,4.29,3.94,3.74,1.69,1,1,0,0,1,0,1,0,1,1,5
9.8,8.1,6.89,6.58,6.36,5.31,4.29,3.94,3.74,1.69,1,1,0,0,0,1,1,0,0,0,0
9.8,8.1,6.89,6.58,6.36,5.31,4.29,3.94,3.74,1.69,1,1,0,0,0,0,1,1,1,0,8
9.8,8.1,6.89,6.58,6.36,5.31,4.29,3.94,3.74,1.69,1,0,1,0,0,0,0,1,1,1,9
9.8,8.1,6.89,6.58,6.36,5.31,4.29,3.94,3.74,1.69,0,1,1,0,1,1,1,0,1,0,9
9.8,8.1,6.89,6.58,6.36,5.31,4.29,3.94,3.74,1.69,0,1,0,1,1,1,1,0,0,0,6
9.8,8.1,6.89,6.58,6.36,5.31,4.29,3.94,3.74,1.69,1,1,1,0,0,1,1,1,1,1,1
9.8,8.1,6.89,6.58,6.36,5.31,4.29,3.94,3.74,1.69,1,0,1,0,1,0,0,1,0,1,10
9.8,8.1,6.89,6.58,6.36,5.31,4.29,3.94,3.74,1.69,1,0,0,1,0,0,1,1,1,1,1
9.8,8.1,6.89,6.58,6.36,5.31,4.29,3.94,3.74,1.69,1,1,1,1,1,0,1,0,1,0,9
9.8,8.1,6.89,6.58,6.36,5.31,4.29,3.94,3.74,1.69,1,1,0,1,0,1,1,0,1,1,10
9.8,8.1,6.89,6.58,6.36,5.31,4.29,3.94,3.74,1.69,1,0,0,1,1,0,0,0,0,0,5
9.8,8.1,6.89,6.58,6.36,5.31,4.29,3.94,3.74,1.69,0,1,0,1,0,1,1,0,1,1,9
