price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,offered_7,offered_8,offered_9,offered_10,choice
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,1,0,1,1,0,1,0,0,1,4
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,1,0,0,1,1,1,0,1,0,1
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,0,0,1,0,0,1,1,1,0,4
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,0,1,0,0,0,0,0,1,0,9
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,0,1,0,1,0,1,0,0,0,5
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,1,1,1,0,1,0,0,1,0,6
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,0,0,0,1,1,1,0,0,1,0
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,0,1,0,0,0,1,1,1,4
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,0,1,1,0,1,0,0,0,0,1
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,1,1,0,0,1,1,1,1,8
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,0,1,0,1,1,1,0,0,1,10
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,0,1,1,0,0,0,0,1,1,3
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,1,0,0,0,1,1,0,0,1,10
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,1,0,0,1,0,0,0,0,1,5
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,0,0,1,1,0,1,1,0,9
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,0,1,1,1,1,1,1,1,0,0
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,0,0,1,1,1,1,1,0,5
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,1,0,0,0,0,0,0,1,10
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,1,0,1,1,0,1,1,1,6
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,0,1,1,1,0,0,1,0,1,3
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,1,1,0,1,1,1,1,1,8
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,0,1,0,0,0,0,0,0,4
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,1,1,0,1,1,0,1,0,2
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,1,0,1,0,1,1,0,1,8
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,1,1,1,0,1,1,0,1,8
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,1,0,0,0,0,1,1,0,8
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,0,0,1,0,1,1,1,1,1,6
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,0,1,0,0,1,1,1,1,1,0
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,0,0,1,1,1,0,0,1,0,0
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,0,1,0,0,0,1,1,1,1,8
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,1,1,0,1,1,0,1,1,0,1
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,1,1,1,1,0,1,1,0,8
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,0,1,0,1,1,1,1,1,1,0
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,0,0,0,0,1,0,0,1,1,1
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,0,1,0,1,0,0,1,0,1,5
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,1,1,1,1,0,0,0,1,1,0
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,1,1,1,0,0,1,1,0,1,3
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,0,1,0,0,0,0,0,0,1,10
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,0,0,0,0,0,1,0,1,0,1
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,0,0,0,1,1,0,1,0,1,5
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,1,1,1,0,0,0,0,1,5
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,0,0,1,0,0,1,0,1,1,4
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,0,1,0,1,1,0,0,0,0,3
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,0,1,1,1,1,0,1,0,1,5
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,1,0,1,0,1,1,0,0,0,4
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,0,0,0,1,0,1,0,0,0,5
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,1,1,1,0,1,0,1,0,5
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,0,0,0,0,1,1,0,0,1,6
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,0,1,1,1,1,0,1,1,5
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,1,0,1,1,0,0,1,1,0,0
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,1,1,0,0,1,0,0,1,0,9
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,1,0,1,1,1,0,1,1,1,1
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,1,0,1,1,0,0,0,0,0
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,1,1,1,0,1,0,0,0,0,4
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,1,1,0,1,1,0,1,1,0,8
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,0,1,1,1,1,1,0,1,5
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,0,0,1,0,0,0,0,0,2
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,1,1,1,0,0,1,0,0,5
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,1,0,0,0,0,0,0,1,10
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,1,0,1,0,1,0,0,1,1,10
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,0,1,0,1,0,0,0,0,0,3
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,0,0,0,1,0,1,1,0,0,5
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,0,1,1,1,1,1,0,0,0,3
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,1,0,1,0,1,1,1,0,1,4
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,0,0,0,0,0,1,1,0,1,0
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,0,1,0,1,1,0,0,1,1,10
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,0,1,0,1,0,1,1,0,0,0
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,1,0,0,1,1,0,1,0,1,8
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,0,1,1,0,0,1,1,1,0,1
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,0,1,1,0,1,1,0,1,8
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,0,0,0,0,1,1,1,1,0,9
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,1,1,1,1,0,0,0,1,1,4
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,0,0,0,1,1,1,1,1,0,1,8
9.41,9.07,9.01,7.76,5.2,4.45,4.07,3.97,3.62,3.31,1,1,0,1,1,1,0,0,1,1,1
