price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,offered_1,offered_2,offered_3,offered_4,offered_5,offered_6,offered_7,offered_8,offered_9,offered_10,choice
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,1,0,1,0,0,1,0,1,0,1,10
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,1,1,0,1,1,1,0,0,0,0,0
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,1,1,1,0,0,0,0,1,1,0,8
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,1,0,0,0,1,1,0,0,1,0,6
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,1,0,1,0,0,1,1,0,1,0,1
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,0,0,1,0,0,1,1,0,0,1,0
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,1,0,1,1,1,0,1,0,0,1,1
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,0,0,0,0,0,0,1,1,0,0,8
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,1,0,0,0,0,0,0,0,1,1,10
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,1,1,0,1,1,1,1,1,1,1,8
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,1,0,1,1,1,0,0,0,1,0,0
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,0,0,0,1,1,0,0,0,0,1,4
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,1,0,1,1,1,1,1,0,1,1,7
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,1,1,1,1,0,1,0,1,1,0,4
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,1,1,1,1,0,1,0,0,1,0,6
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,1,1,0,1,0,0,1,0,0,1,10
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,1,0,1,1,1,0,1,1,1,0,1
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,0,0,1,1,1,1,1,0,0,0,6
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,1,0,1,0,1,0,1,1,1,0,1
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,0,0,1,0,1,0,1,0,1,0,3
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,0,0,0,0,1,0,1,0,1,1,7
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,1,1,0,0,1,0,0,1,0,1,10
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,1,0,0,0,1,1,1,1,1,0,8
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,1,0,1,0,1,0,0,0,1,1,5
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,0,0,0,0,0,1,1,0,1,1,0
9.25,9.0,8.52,6.15,4.86,4.14,3.06,2.37,2.3,1.5,0,1,0,0,1,0,1,0,1,1,7
